mol_id,ifp_score,ifp_score_norm,rank,selected
2026-08-23-6tgu-s0-n100-r3-0001,1.0,0.043478,1,1
2026-08-23-6tgu-s0-n100-r3-0002,0.6,0.026087,13,1
2026-08-23-6tgu-s0-n100-r3-0003,1.0,0.043478,2,1
2026-08-23-6tgu-s0-n100-r3-0004,0.6,0.026087,14,1
2026-08-23-6tgu-s0-n100-r3-0005,1.0,0.043478,3,1
2026-08-23-6tgu-s0-n100-r3-0006,0.6,0.026087,15,1
2026-08-23-6tgu-s0-n100-r3-0007,0.8,0.034783,6,1
2026-08-23-6tgu-s0-n100-r3-0008,0.6,0.026087,16,1
2026-08-23-6tgu-s0-n100-r3-0009,1.0,0.043478,4,1
2026-08-23-6tgu-s0-n100-r3-0010,0.6,0.026087,17,1
2026-08-23-6tgu-s0-n100-r3-0011,0.8,0.034783,7,1
2026-08-23-6tgu-s0-n100-r3-0012,0.4,0.017391,29,0
2026-08-23-6tgu-s0-n100-r3-0013,0.6,0.026087,18,1
2026-08-23-6tgu-s0-n100-r3-0014,0.6,0.026087,19,1
2026-08-23-6tgu-s0-n100-r3-0015,0.8,0.034783,8,1
2026-08-23-6tgu-s0-n100-r3-0016,0.4,0.017391,30,0
2026-08-23-6tgu-s0-n100-r3-0017,0.6,0.026087,20,1
2026-08-23-6tgu-s0-n100-r3-0018,0.6,0.026087,21,0
2026-08-23-6tgu-s0-n100-r3-0019,0.8,0.034783,9,1
2026-08-23-6tgu-s0-n100-r3-0020,0.2,0.008696,45,0
2026-08-23-6tgu-s0-n100-r3-0021,0.6,0.026087,22,0
2026-08-23-6tgu-s0-n100-r3-0022,0.2,0.008696,46,0
2026-08-23-6tgu-s0-n100-r3-0023,1.0,0.043478,5,1
2026-08-23-6tgu-s0-n100-r3-0024,0.6,0.026087,23,0
2026-08-23-6tgu-s0-n100-r3-0025,0.4,0.017391,31,0
2026-08-23-6tgu-s0-n100-r3-0026,0.6,0.026087,24,0
2026-08-23-6tgu-s0-n100-r3-0027,0.4,0.017391,32,0
2026-08-23-6tgu-s0-n100-r3-0028,0.0,0.0,65,0
2026-08-23-6tgu-s0-n100-r3-0029,0.4,0.017391,33,0
2026-08-23-6tgu-s0-n100-r3-0030,0.6,0.026087,25,0
2026-08-23-6tgu-s0-n100-r3-0031,0.2,0.008696,47,0
2026-08-23-6tgu-s0-n100-r3-0032,0.4,0.017391,34,0
2026-08-23-6tgu-s0-n100-r3-0033,0.4,0.017391,35,0
2026-08-23-6tgu-s0-n100-r3-0034,0.6,0.026087,26,0
2026-08-23-6tgu-s0-n100-r3-0035,0.2,0.008696,48,0
2026-08-23-6tgu-s0-n100-r3-0036,0.4,0.017391,36,0
2026-08-23-6tgu-s0-n100-r3-0037,0.4,0.017391,37,0
2026-08-23-6tgu-s0-n100-r3-0038,0.6,0.026087,27,0
2026-08-23-6tgu-s0-n100-r3-0039,0.4,0.017391,38,0
2026-08-23-6tgu-s0-n100-r3-0040,0.8,0.034783,10,1
2026-08-23-6tgu-s0-n100-r3-0041,0.4,0.017391,39,0
2026-08-23-6tgu-s0-n100-r3-0042,0.4,0.017391,40,0
2026-08-23-6tgu-s0-n100-r3-0043,0.0,0.0,66,0
2026-08-23-6tgu-s0-n100-r3-0044,0.0,0.0,67,0
2026-08-23-6tgu-s0-n100-r3-0045,0.0,0.0,68,0
2026-08-23-6tgu-s0-n100-r3-0046,0.2,0.008696,49,0
2026-08-23-6tgu-s0-n100-r3-0047,0.2,0.008696,50,0
2026-08-23-6tgu-s0-n100-r3-0048,0.8,0.034783,11,1
2026-08-23-6tgu-s0-n100-r3-0049,0.0,0.0,69,0
2026-08-23-6tgu-s0-n100-r3-0050,0.8,0.034783,12,1
2026-08-23-6tgu-s0-n100-r3-0051,0.0,0.0,70,0
2026-08-23-6tgu-s0-n100-r3-0052,0.6,0.026087,28,0
2026-08-23-6tgu-s0-n100-r3-0053,0.2,0.008696,51,0
2026-08-23-6tgu-s0-n100-r3-0054,0.4,0.017391,41,0
2026-08-23-6tgu-s0-n100-r3-0055,0.4,0.017391,42,0
2026-08-23-6tgu-s0-n100-r3-0056,0.0,0.0,71,0
2026-08-23-6tgu-s0-n100-r3-0057,0.2,0.008696,52,0
2026-08-23-6tgu-s0-n100-r3-0058,0.0,0.0,72,0
2026-08-23-6tgu-s0-n100-r3-0059,0.0,0.0,73,0
