mol_id,ifp_score,ifp_score_norm,rank,selected
2026-09-18-3war-s0-n100-r4-0001,1.0,0.111111,1,1
2026-09-18-3war-s0-n100-r4-0002,1.0,0.111111,2,1
2026-09-18-3war-s0-n100-r4-0003,0.75,0.083333,10,1
2026-09-18-3war-s0-n100-r4-0004,1.0,0.111111,3,1
2026-09-18-3war-s0-n100-r4-0005,1.0,0.111111,4,1
2026-09-18-3war-s0-n100-r4-0006,1.0,0.111111,5,1
2026-09-18-3war-s0-n100-r4-0007,1.0,0.111111,6,1
2026-09-18-3war-s0-n100-r4-0008,0.75,0.083333,11,1
2026-09-18-3war-s0-n100-r4-0009,1.0,0.111111,7,1
2026-09-18-3war-s0-n100-r4-0010,0.5,0.055556,19,1
2026-09-18-3war-s0-n100-r4-0011,0.5,0.055556,20,1
2026-09-18-3war-s0-n100-r4-0012,1.0,0.111111,8,1
2026-09-18-3war-s0-n100-r4-0013,0.75,0.083333,12,1
2026-09-18-3war-s0-n100-r4-0014,0.5,0.055556,21,0
2026-09-18-3war-s0-n100-r4-0015,0.75,0.083333,13,1
2026-09-18-3war-s0-n100-r4-0016,0.75,0.083333,14,1
2026-09-18-3war-s0-n100-r4-0017,0.25,0.027778,35,0
2026-09-18-3war-s0-n100-r4-0018,1.0,0.111111,9,1
2026-09-18-3war-s0-n100-r4-0019,0.25,0.027778,36,0
2026-09-18-3war-s0-n100-r4-0020,0.75,0.083333,15,1
2026-09-18-3war-s0-n100-r4-0021,0.5,0.055556,22,0
2026-09-18-3war-s0-n100-r4-0022,0.5,0.055556,23,0
2026-09-18-3war-s0-n100-r4-0023,0.75,0.083333,16,1
2026-09-18-3war-s0-n100-r4-0024,0.5,0.055556,24,0
2026-09-18-3war-s0-n100-r4-0025,0.5,0.055556,25,0
2026-09-18-3war-s0-n100-r4-0026,0.25,0.027778,37,0
2026-09-18-3war-s0-n100-r4-0027,0.25,0.027778,38,0
2026-09-18-3war-s0-n100-r4-0028,0.0,0.0,59,0
2026-09-18-3war-s0-n100-r4-0029,0.5,0.055556,26,0
2026-09-18-3war-s0-n100-r4-0030,0.5,0.055556,27,0
2026-09-18-3war-s0-n100-r4-0031,0.5,0.055556,28,0
2026-09-18-3war-s0-n100-r4-0032,0.5,0.055556,29,0
2026-09-18-3war-s0-n100-r4-0033,0.25,0.027778,39,0
2026-09-18-3war-s0-n100-r4-0034,0.5,0.055556,30,0
2026-09-18-3war-s0-n100-r4-0035,0.5,0.055556,31,0
2026-09-18-3war-s0-n100-r4-0036,0.0,0.0,60,0
2026-09-18-3war-s0-n100-r4-0037,0.75,0.083333,17,1
2026-09-18-3war-s0-n100-r4-0038,0.5,0.055556,32,0
2026-09-18-3war-s0-n100-r4-0039,0.25,0.027778,40,0
2026-09-18-3war-s0-n100-r4-0040,0.0,0.0,61,0
2026-09-18-3war-s0-n100-r4-0041,0.25,0.027778,41,0
2026-09-18-3war-s0-n100-r4-0042,0.5,0.055556,33,0
2026-09-18-3war-s0-n100-r4-0043,0.0,0.0,62,0
2026-09-18-3war-s0-n100-r4-0044,0.25,0.027778,42,0
