mol_id,ifp_score,ifp_score_norm,rank,selected
2026-09-18-3war-s0-n100-r6-0001,1.0,0.111111,1,1
2026-09-18-3war-s0-n100-r6-0002,0.75,0.083333,5,1
2026-09-18-3war-s0-n100-r6-0003,1.0,0.111111,2,1
2026-09-18-3war-s0-n100-r6-0004,0.75,0.083333,6,1
2026-09-18-3war-s0-n100-r6-0005,0.5,0.055556,20,1
2026-09-18-3war-s0-n100-r6-0006,0.75,0.083333,7,1
2026-09-18-3war-s0-n100-r6-0007,1.0,0.111111,3,1
2026-09-18-3war-s0-n100-r6-0008,0.5,0.055556,21,0
2026-09-18-3war-s0-n100-r6-0009,1.0,0.111111,4,1
2026-09-18-3war-s0-n100-r6-0010,0.5,0.055556,22,0
2026-09-18-3war-s0-n100-r6-0011,0.25,0.027778,42,0
2026-09-18-3war-s0-n100-r6-0012,0.5,0.055556,23,0
2026-09-18-3war-s0-n100-r6-0013,0.75,0.083333,8,1
2026-09-18-3war-s0-n100-r6-0014,0.75,0.083333,9,1
2026-09-18-3war-s0-n100-r6-0015,0.5,0.055556,24,0
2026-09-18-3war-s0-n100-r6-0016,0.75,0.083333,10,1
2026-09-18-3war-s0-n100-r6-0017,0.5,0.055556,25,0
2026-09-18-3war-s0-n100-r6-0018,0.75,0.083333,11,1
2026-09-18-3war-s0-n100-r6-0019,0.5,0.055556,26,0
2026-09-18-3war-s0-n100-r6-0020,0.5,0.055556,27,0
2026-09-18-3war-s0-n100-r6-0021,0.5,0.055556,28,0
2026-09-18-3war-s0-n100-r6-0022,0.75,0.083333,12,1
2026-09-18-3war-s0-n100-r6-0023,0.75,0.083333,13,1
2026-09-18-3war-s0-n100-r6-0024,0.25,0.027778,43,0
2026-09-18-3war-s0-n100-r6-0025,0.75,0.083333,14,1
2026-09-18-3war-s0-n100-r6-0026,0.5,0.055556,29,0
2026-09-18-3war-s0-n100-r6-0027,0.75,0.083333,15,1
2026-09-18-3war-s0-n100-r6-0028,0.0,0.0,63,0
2026-09-18-3war-s0-n100-r6-0029,0.5,0.055556,30,0
2026-09-18-3war-s0-n100-r6-0030,0.5,0.055556,31,0
2026-09-18-3war-s0-n100-r6-0031,0.75,0.083333,16,1
2026-09-18-3war-s0-n100-r6-0032,0.25,0.027778,44,0
2026-09-18-3war-s0-n100-r6-0033,0.25,0.027778,45,0
2026-09-18-3war-s0-n100-r6-0034,0.75,0.083333,17,1
2026-09-18-3war-s0-n100-r6-0035,0.5,0.055556,32,0
2026-09-18-3war-s0-n100-r6-0036,0.0,0.0,64,0
2026-09-18-3war-s0-n100-r6-0037,0.25,0.027778,46,0
2026-09-18-3war-s0-n100-r6-0038,0.75,0.083333,18,1
2026-09-18-3war-s0-n100-r6-0039,0.25,0.027778,47,0
2026-09-18-3war-s0-n100-r6-0040,0.25,0.027778,48,0
2026-09-18-3war-s0-n100-r6-0041,0.25,0.027778,49,0
2026-09-18-3war-s0-n100-r6-0042,0.25,0.027778,50,0
2026-09-18-3war-s0-n100-r6-0043,0.0,0.0,65,0
2026-09-18-3war-s0-n100-r6-0044,0.25,0.027778,51,0
2026-09-18-3war-s0-n100-r6-0045,0.5,0.055556,33,0
2026-09-18-3war-s0-n100-r6-0046,0.0,0.0,66,0
2026-09-18-3war-s0-n100-r6-0047,0.5,0.055556,34,0
2026-09-18-3war-s0-n100-r6-0048,0.25,0.027778,52,0
2026-09-18-3war-s0-n100-r6-0049,0.75,0.083333,19,1
2026-09-18-3war-s0-n100-r6-0050,0.25,0.027778,53,0
