mol_id,score_before,score_after,tanimoto_before,tanimoto_after,hbond_before,hbond_after,objective_before,objective_after,rmsd_shift,min_distance_before,min_distance_after,steps_accepted
2026-09-18-6fnk-s0-n100-refligand-0038,0.5,0.5,0.5,0.5,1,1,0.142857,0.142857,0.0,3.2227,3.2227,552
2026-09-18-6fnk-s0-n100-refligand-0039,0.642857,0.785714,0.473684,0.578947,1,1,0.142857,0.214286,0.5715,2.5159,2.6968,386
2026-09-18-6fnk-s0-n100-refligand-0040,0.785714,0.785714,0.578947,0.578947,1,1,0.214286,0.214286,0.0,2.3862,2.3862,432
2026-09-18-6fnk-s0-n100-refligand-0041,0.714286,0.428571,0.625,0.375,1,0,0.214286,0.285714,1.111,2.6702,2.4823,407
2026-09-18-6fnk-s0-n100-refligand-0042,0.642857,0.571429,0.529412,0.380952,0,1,0.142857,0.214286,1.0616,2.5491,2.0412,424
2026-09-18-6fnk-s0-n100-refligand-0043,0.642857,0.571429,0.409091,0.333333,1,1,0.214286,0.285714,0.8222,2.5598,2.3283,309
2026-09-18-6fnk-s0-n100-refligand-0044,0.5,0.5,0.5,0.5,0,0,0.142857,0.142857,0.0,3.5242,3.5242,568
2026-09-18-6fnk-s0-n100-refligand-0045,0.571429,0.571429,0.347826,0.421053,1,0,0.142857,0.214286,1.0321,0.9816,1.5933,461
2026-09-18-6fnk-s0-n100-refligand-0046,0.357143,0.357143,0.333333,0.333333,1,1,0.142857,0.142857,0.0,3.1377,3.1377,611
2026-09-18-6fnk-s0-n100-refligand-0047,0.5,0.5,0.5,0.5,0,0,0.142857,0.214286,0.6709,3.2963,3.0354,541
2026-09-18-6fnk-s0-n100-refligand-0048,0.571429,0.571429,0.571429,0.571429,1,1,0.142857,0.142857,0.0,2.6284,2.6284,513
2026-09-18-6fnk-s0-n100-refligand-0049,0.642857,0.642857,0.529412,0.529412,0,0,0.214286,0.214286,0.0,2.3791,2.3791,485
2026-09-18-6fnk-s0-n100-refligand-0050,0.571429,0.571429,0.571429,0.5,1,1,0.142857,0.214286,1.005,2.6721,2.193,482
2026-09-18-6fnk-s0-n100-refligand-0051,0.428571,0.428571,0.4,0.4,0,0,0.142857,0.142857,0.0,2.9344,2.9344,600
2026-09-18-6fnk-s0-n100-refligand-0052,0.357143,0.357143,0.357143,0.357143,1,1,0.142857,0.142857,0.0,2.8419,2.8419,533
2026-09-18-6fnk-s0-n100-refligand-0053,0.5,0.571429,0.333333,0.363636,1,1,0.214286,0.285714,0.5482,2.6908,2.1881,386
2026-09-18-6fnk-s0-n100-refligand-0054,0.428571,0.357143,0.428571,0.294118,1,1,0.142857,0.214286,1.0235,3.0903,2.6872,551
2026-09-18-6fnk-s0-n100-refligand-0055,0.357143,0.428571,0.3125,0.428571,1,0,0.142857,0.214286,1.4942,3.1581,2.66,574
2026-09-18-6fnk-s0-n100-refligand-0056,0.571429,0.571429,0.571429,0.571429,1,1,0.142857,0.142857,0.0,2.8198,2.8198,554
2026-09-18-6fnk-s0-n100-refligand-0057,0.714286,0.714286,0.588235,0.588235,1,1,0.214286,0.214286,0.0,2.7923,2.7923,448
2026-09-18-6fnk-s0-n100-refligand-0058,0.642857,0.571429,0.45,0.4,1,0,0.142857,0.285714,1.3131,2.7152,2.1642,343
