mol_id,score_before,score_after,tanimoto_before,tanimoto_after,hbond_before,hbond_after,objective_before,objective_after,rmsd_shift,min_distance_before,min_distance_after,steps_accepted
2026-09-18-6fnk-s0-n100-refligand-0053,0.5,0.714286,0.333333,0.5,1,1,0.5,0.714286,0.6751,2.6908,2.5657,259
2026-09-18-6fnk-s0-n100-refligand-0054,0.428571,0.642857,0.428571,0.642857,1,1,0.428571,0.642857,1.0405,3.0903,2.5329,376
2026-09-18-6fnk-s0-n100-refligand-0055,0.357143,0.571429,0.3125,0.533333,1,1,0.357143,0.571429,1.3593,3.1581,2.9378,456
2026-09-18-6fnk-s0-n100-refligand-0056,0.571429,0.571429,0.571429,0.571429,1,1,0.571429,0.571429,0.0,2.8198,2.8198,406
2026-09-18-6fnk-s0-n100-refligand-0057,0.714286,0.785714,0.588235,0.6875,1,1,0.714286,0.785714,0.4552,2.7923,2.8411,337
2026-09-18-6fnk-s0-n100-refligand-0058,0.642857,0.857143,0.45,0.6,1,1,0.642857,0.857143,1.029,2.7152,2.6621,258
2026-09-18-6fnk-s0-n100-refligand-0059,0.714286,0.785714,0.588235,0.611111,1,1,0.714286,0.785714,1.0254,2.7245,2.4357,399
2026-09-18-6fnk-s0-n100-refligand-0060,0.571429,0.642857,0.4,0.45,1,1,0.571429,0.642857,0.2925,2.5257,2.5532,175
2026-09-18-6fnk-s0-n100-refligand-0061,0.642857,0.642857,0.5625,0.5625,1,1,0.642857,0.642857,0.0,2.8295,2.8295,388
2026-09-18-6fnk-s0-n100-refligand-0062,0.428571,0.785714,0.3,0.478261,1,1,0.428571,0.785714,1.1254,2.6614,2.3553,235
2026-09-18-6fnk-s0-n100-refligand-0063,0.785714,0.928571,0.52381,0.590909,1,1,0.785714,0.928571,0.4649,2.5262,2.5484,264
2026-09-18-6fnk-s0-n100-refligand-0064,0.571429,0.642857,0.307692,0.36,1,1,0.571429,0.642857,0.6946,2.5021,2.3976,246
2026-09-18-6fnk-s0-n100-refligand-0065,0.642857,0.642857,0.5,0.5,1,1,0.642857,0.642857,0.0,2.8288,2.8288,392
2026-09-18-6fnk-s0-n100-refligand-0066,0.642857,0.714286,0.6,0.555556,1,1,0.642857,0.714286,0.794,3.0518,2.6226,375
2026-09-18-6fnk-s0-n100-refligand-0067,0.571429,0.857143,0.380952,0.571429,0,1,0.571429,0.835045,0.8772,2.4759,2.4495,262
2026-09-18-6fnk-s0-n100-refligand-0068,0.428571,0.642857,0.375,0.5625,0,1,0.428571,0.642857,0.8182,3.1046,2.7355,396
2026-09-18-6fnk-s0-n100-refligand-0070,0.642857,0.785714,0.473684,0.5,1,1,0.642857,0.785714,1.0203,2.6449,2.4976,216
2026-09-18-6fnk-s0-n100-refligand-0071,0.428571,0.571429,0.428571,0.571429,1,1,0.428571,0.571429,0.722,2.9404,2.81,375
2026-09-18-6fnk-s0-n100-refligand-0072,0.857143,0.857143,0.666667,0.666667,1,1,0.857143,0.857143,0.0,2.8405,2.8405,378
2026-09-18-6fnk-s0-n100-refligand-0073,0.5,0.714286,0.5,0.714286,0,0,0.5,0.714286,0.8145,3.1855,2.7594,489
2026-09-18-6fnk-s0-n100-refligand-0074,0.571429,0.785714,0.380952,0.578947,1,1,0.571429,0.785714,0.3728,2.7655,2.7116,320
2026-09-18-6fnk-s0-n100-refligand-0075,0.642857,0.785714,0.409091,0.6875,1,1,0.642857,0.785714,1.0925,2.9182,2.6624,326
2026-09-18-6fnk-s0-n100-refligand-0076,0.285714,0.714286,0.285714,0.666667,0,1,0.285714,0.714286,0.971,3.1959,2.9588,397
2026-09-18-6fnk-s0-n100-refligand-0077,0.5,0.571429,0.5,0.571429,0,0,0.5,0.571429,1.2299,2.9421,2.4945,446
2026-09-18-6fnk-s0-n100-refligand-0078,0.642857,0.857143,0.5625,0.8,1,1,0.642857,0.857143,1.0444,2.5222,2.6244,379
2026-09-18-6fnk-s0-n100-refligand-0079,0.5,0.785714,0.411765,0.611111,0,1,0.5,0.785714,0.9107,2.7506,2.4774,290
2026-09-18-6fnk-s0-n100-refligand-0080,0.571429,0.714286,0.533333,0.666667,1,1,0.571429,0.714286,0.7436,2.7462,2.4379,347
2026-09-18-6fnk-s0-n100-refligand-0081,0.357143,0.642857,0.333333,0.6,0,0,0.357143,0.642857,1.179,3.0089,2.6202,448
2026-09-18-6fnk-s0-n100-refligand-0082,0.785714,0.857143,0.55,0.571429,1,1,0.785714,0.857143,0.555,2.7819,2.6033,275
2026-09-18-6fnk-s0-n100-refligand-0083,0.642857,0.785714,0.36,0.458333,1,1,0.585593,0.785714,0.6785,2.4355,2.6205,196
2026-09-18-6fnk-s0-n100-refligand-0084,0.571429,0.714286,0.363636,0.454545,1,1,0.21943,0.714286,0.8816,1.846,2.532,154
2026-09-18-6fnk-s0-n100-refligand-0085,0.285714,0.5,0.285714,0.466667,0,1,0.285714,0.5,1.0137,3.055,3.1394,468
2026-09-18-6fnk-s0-n100-refligand-0086,0.642857,0.714286,0.529412,0.555556,0,0,0.642857,0.714286,0.76,2.4738,2.7881,279
2026-09-18-6fnk-s0-n100-refligand-0087,0.642857,0.857143,0.5,0.631579,1,1,0.471136,0.844177,0.9203,2.0566,2.4116,280
2026-09-18-6fnk-s0-n100-refligand-0088,0.642857,0.785714,0.5625,0.611111,1,1,0.642857,0.785714,1.2542,3.0321,2.576,308
2026-09-18-6fnk-s0-n100-refligand-0089,0.714286,0.857143,0.454545,0.705882,1,1,0.714286,0.857143,1.2499,2.3252,2.427,285
2026-09-18-6fnk-s0-n100-refligand-0090,0.428571,0.714286,0.4,0.714286,1,1,0.428571,0.714286,1.1281,2.9798,2.3906,439
2026-09-18-6fnk-s0-n100-refligand-0091,0.571429,0.785714,0.533333,0.733333,1,1,0.571429,0.785714,1.1978,2.9682,2.5369,420
2026-09-18-6fnk-s0-n100-refligand-0092,0.571429,0.714286,0.363636,0.47619,1,1,0.571429,0.714286,0.6184,2.7136,2.5412,289
2026-09-18-6fnk-s0-n100-refligand-0093,0.428571,0.642857,0.4,0.5625,1,1,0.428571,0.642857,0.7212,2.9462,2.5366,420
2026-09-18-6fnk-s0-n100-refligand-0094,0.428571,0.571429,0.4,0.533333,1,1,0.428571,0.571429,1.1819,2.8864,2.6615,456
2026-09-18-6fnk-s0-n100-refligand-0095,0.642857,0.714286,0.409091,0.47619,0,0,0.642857,0.714286,0.3756,2.8715,2.642,277
2026-09-18-6fnk-s0-n100-refligand-0098,0.714286,0.857143,0.625,0.8,1,1,0.714286,0.857143,1.0571,2.668,2.5753,368
2026-09-18-6fnk-s0-n100-refligand-0099,0.714286,0.857143,0.714286,0.857143,1,1,0.714286,0.857143,0.4386,2.8366,2.6465,311
2026-09-18-6fnk-s0-n100-refligand-0100,0.571429,0.642857,0.533333,0.6,0,0,0.571429,0.642857,1.0948,2.7373,2.3612,434
