mol_id,score_before,score_after,tanimoto_before,tanimoto_after,hbond_before,hbond_after,objective_before,objective_after,rmsd_shift,min_distance_before,min_distance_after,steps_accepted
2026-09-18-3war-s0-n100-refligand-0044,0.909091,0.909091,0.909091,0.909091,1,1,0.909091,0.909091,0.0,3.0143,3.0143,483
2026-09-18-3war-s0-n100-refligand-0045,0.636364,0.727273,0.291667,0.347826,1,1,0.636364,0.727273,1.3511,1.8728,1.9297,327
2026-09-18-3war-s0-n100-refligand-0046,0.818182,0.909091,0.692308,0.833333,1,1,0.818182,0.909091,0.6489,3.2882,2.6725,382
2026-09-18-3war-s0-n100-refligand-0047,1.0,1.0,0.916667,0.916667,1,1,1.0,1.0,0.0,3.1443,3.1443,441
2026-09-18-3war-s0-n100-refligand-0048,0.636364,0.727273,0.5,0.571429,0,0,0.636364,0.727273,0.6457,3.5318,3.1146,491
2026-09-18-3war-s0-n100-refligand-0049,0.727273,0.818182,0.615385,0.692308,1,1,0.727273,0.818182,1.0007,2.6114,2.5169,316
2026-09-18-3war-s0-n100-refligand-0050,0.636364,0.727273,0.583333,0.727273,0,0,0.636364,0.727273,0.7083,3.1862,2.5724,435
2026-09-18-3war-s0-n100-refligand-0051,0.727273,1.0,0.727273,1.0,1,1,0.727273,1.0,0.7592,2.8143,2.5975,421
2026-09-18-3war-s0-n100-refligand-0052,0.818182,0.818182,0.818182,0.818182,1,1,0.818182,0.818182,0.0,3.0683,3.0683,447
2026-09-18-3war-s0-n100-refligand-0053,0.727273,0.909091,0.444444,0.666667,1,1,0.727273,0.909091,0.659,2.6641,2.0451,273
2026-09-18-3war-s0-n100-refligand-0054,0.909091,1.0,0.833333,1.0,1,1,0.909091,1.0,1.2629,3.1215,2.9794,342
2026-09-18-3war-s0-n100-refligand-0055,0.818182,0.909091,0.692308,0.833333,1,1,0.818182,0.909091,0.3786,2.9138,2.7788,414
2026-09-18-3war-s0-n100-refligand-0056,0.818182,0.818182,0.818182,0.818182,1,1,0.818182,0.818182,0.0,3.2216,3.2216,442
2026-09-18-3war-s0-n100-refligand-0057,0.727273,0.909091,0.5,0.588235,1,1,0.727273,0.909091,0.4678,2.8249,2.8365,387
2026-09-18-3war-s0-n100-refligand-0058,0.727273,0.727273,0.380952,0.380952,1,1,0.727273,0.727273,0.0,2.674,2.674,403
2026-09-18-3war-s0-n100-refligand-0059,0.818182,0.818182,0.642857,0.642857,1,1,0.818182,0.818182,0.0,2.6001,2.6001,397
2026-09-18-3war-s0-n100-refligand-0060,0.727273,0.909091,0.470588,0.588235,1,1,0.727273,0.909091,1.3642,2.34,2.1667,318
2026-09-18-3war-s0-n100-refligand-0061,0.636364,0.818182,0.538462,0.692308,1,1,0.636364,0.818182,0.594,2.7894,2.6917,391
2026-09-18-3war-s0-n100-refligand-0062,0.818182,1.0,0.529412,0.6875,1,1,0.818182,1.0,0.9064,2.7664,2.248,310
2026-09-18-3war-s0-n100-refligand-0063,0.818182,0.818182,0.529412,0.529412,1,1,0.818182,0.818182,0.0,2.5163,2.5163,354
2026-09-18-3war-s0-n100-refligand-0064,0.727273,0.818182,0.5,0.642857,1,1,0.727273,0.818182,0.9848,1.8301,1.9656,248
2026-09-18-3war-s0-n100-refligand-0065,0.818182,0.818182,0.6,0.6,1,1,0.818182,0.818182,0.0,2.7765,2.7765,368
2026-09-18-3war-s0-n100-refligand-0066,0.636364,0.727273,0.538462,0.615385,0,0,0.636364,0.727273,0.4537,2.7085,2.6949,425
2026-09-18-3war-s0-n100-refligand-0067,0.909091,1.0,0.555556,0.611111,1,1,0.909091,1.0,0.433,2.7576,2.4389,277
2026-09-18-3war-s0-n100-refligand-0068,0.727273,0.818182,0.727273,0.75,1,1,0.727273,0.818182,0.8334,2.6714,2.3561,407
2026-09-18-3war-s0-n100-refligand-0069,0.636364,0.909091,0.538462,0.714286,0,1,0.636364,0.909091,1.4207,3.0037,2.3682,375
2026-09-18-3war-s0-n100-refligand-0071,0.727273,0.909091,0.615385,0.833333,1,1,0.727273,0.909091,0.8158,3.1106,2.6216,460
2026-09-18-3war-s0-n100-refligand-0072,0.727273,0.818182,0.533333,0.6,1,1,0.727273,0.818182,0.5828,2.3337,2.432,353
2026-09-18-3war-s0-n100-refligand-0073,0.818182,1.0,0.692308,0.916667,1,1,0.818182,1.0,0.5903,2.973,2.8021,359
2026-09-18-3war-s0-n100-refligand-0074,0.727273,0.818182,0.444444,0.529412,1,1,0.727273,0.818182,0.3475,2.7671,2.5907,405
2026-09-18-3war-s0-n100-refligand-0076,0.727273,1.0,0.727273,1.0,1,1,0.727273,1.0,0.9558,2.878,2.7436,396
2026-09-18-3war-s0-n100-refligand-0077,0.909091,0.909091,0.909091,0.909091,1,1,0.909091,0.909091,0.0,3.0247,3.0247,452
2026-09-18-3war-s0-n100-refligand-0078,0.727273,0.909091,0.571429,0.833333,1,1,0.727273,0.909091,0.5272,2.8294,2.4098,356
2026-09-18-3war-s0-n100-refligand-0079,0.727273,0.909091,0.470588,0.714286,1,1,0.727273,0.909091,0.9251,3.0178,2.2202,321
2026-09-18-3war-s0-n100-refligand-0080,0.909091,1.0,0.666667,0.846154,1,1,0.909091,1.0,0.4432,2.763,2.8242,362
2026-09-18-3war-s0-n100-refligand-0081,0.818182,0.818182,0.818182,0.818182,1,1,0.818182,0.818182,0.0,2.8496,2.8496,474
2026-09-18-3war-s0-n100-refligand-0082,0.909091,1.0,0.5,0.55,1,1,0.909091,1.0,0.3838,2.2562,2.0544,221
2026-09-18-3war-s0-n100-refligand-0083,0.909091,0.909091,0.5,0.5,1,1,0.909091,0.909091,0.0,1.2042,1.2042,264
