mol_id,vina_score_before,ligand_efficiency_before,vina_min_before,vina_score_after,ligand_efficiency_after,vina_min_after
0000,-8.117,0.3529,-8.978,-8.117,0.3529,-8.978
0001,-5.708,0.2482,-8.803,-6.888,0.2995,-9.053
0002,-6.158,0.2677,-8.92,-7.74,0.3365,-8.799
0003,-5.353,0.2327,-8.611,-5.353,0.2327,-8.611
0004,-6.533,0.284,-8.603,-8.155,0.3546,-8.806
0005,-2.186,0.095,-9.039,-6.167,0.2681,-8.943
0006,-3.657,0.159,-8.346,-6.249,0.2717,-9.003
0007,11.544,-0.5019,-8.184,-4.353,0.1893,-8.679
0008,-7.337,0.319,-8.945,-7.875,0.3424,-8.749
0009,-7.046,0.3063,-8.847,-5.46,0.2374,-8.826
0010,13.175,-0.5728,-7.539,-5.67,0.2465,-8.613
0011,11.985,-0.5211,-7.825,2.45,-0.1065,-8.156
0012,-6.305,0.2741,-8.686,-5.895,0.2563,-8.497
0013,-3.594,0.1563,-8.098,-4.577,0.199,-8.533
0014,18.821,-0.8183,-9.072,-7.533,0.3275,-9.065
0015,27.459,-1.1939,-7.81,-4.984,0.2167,-8.897
0016,16.875,-0.7337,-8.792,-7.095,0.3085,-8.917
0017,2.486,-0.1081,-8.193,-3.913,0.1701,-8.763
0018,22.531,-0.9796,-6.799,7.687,-0.3342,-8.414
0019,5.98,-0.26,-6.249,8.627,-0.3751,-5.191
0020,43.26,-1.8809,-8.777,-7.727,0.336,-8.801
0021,7.697,-0.3347,-3.548,2.797,-0.1216,-4.236
0022,9.926,-0.4316,-8.202,-4.112,0.1788,-8.94
0023,25.052,-1.0892,-3.705,0.54,-0.0235,-5.271
0024,-1.052,0.0457,-8.772,-3.155,0.1372,-8.394
0025,9.17,-0.3987,-3.844,-1.389,0.0604,-5.374
0026,3.341,-0.1453,-7.306,-6.577,0.286,-8.876
0027,17.793,-0.7736,-3.108,6.77,-0.2943,-4.412
0028,9.923,-0.4314,-7.219,-5.867,0.2551,-8.48
0029,33.5,-1.4565,-2.907,15.723,-0.6836,-2.887
0030,27.138,-1.1799,-8.124,-0.576,0.025,-8.415
0031,19.214,-0.8354,-9.267,1.966,-0.0855,-4.05
0032,28.553,-1.2414,-7.658,-5.218,0.2269,-8.587
0033,11.81,-0.5135,-3.026,4.552,-0.1979,-4.571
0034,90.618,-3.9399,-5.443,0.285,-0.0124,-8.613
0035,26.146,-1.1368,-2.939,11.933,-0.5188,-4.187
0036,75.653,-3.2893,-2.032,49.208,-2.1395,-8.392
0037,31.238,-1.3582,-7.092,27.898,-1.213,-8.133
0038,10.523,-0.4575,-8.092,-0.332,0.0144,-8.618
0039,17.614,-0.7658,-5.177,3.068,-0.1334,-4.238
0040,11.073,-0.4814,-8.054,-2.157,0.0938,-8.407
0041,84.4,-3.6696,-3.412,25.927,-1.1273,-4.241
0042,18.015,-0.7833,-7.645,5.871,-0.2553,-7.058
0043,63.048,-2.7412,-2.395,21.547,-0.9368,-1.486
0044,48.637,-2.1147,-7.444,7.453,-0.324,-7.724
0045,52.259,-2.2721,-5.377,8.715,-0.3789,-4.514
0046,89.147,-3.876,-7.001,64.168,-2.7899,62.821
0047,25.671,-1.1161,-2.239,6.951,-0.3022,-5.885
0048,54.086,-2.3516,-6.867,75.898,-3.2999,-6.906
0049,16.669,-0.7247,-7.941,6.776,-0.2946,-5.014
0050,86.188,-3.7473,-7.379,35.418,-1.5399,-7.838
0051,70.844,-3.0802,-6.032,26.804,-1.1654,-6.172
0052,72.358,-3.146,-2.479,26.58,-1.1557,-8.627
0053,35.673,-1.551,0.737,33.884,-1.4732,0.002
0054,5.07,-0.2204,-7.321,8.888,-0.3864,-7.186
0055,44.811,-1.9483,-3.959,28.994,-1.2606,-5.329
0056,130.18,-5.66,-3.153,120.956,-5.259,5.166
0057,127.689,-5.5517,-6.76,92.342,-4.0149,-6.715
0058,120.853,-5.2545,-6.771,84.994,-3.6954,0.203
0059,58.549,-2.5456,-0.201,34.718,-1.5095,-0.096
0060,8.437,-0.3668,-8.35,9.282,-0.4036,-7.923
0061,138.758,-6.033,-8.231,144.063,-6.2636,-5.404
0062,31.035,-1.3493,-6.346,5.258,-0.2286,-7.524
0063,26.411,-1.1483,-5.654,15.809,-0.6873,-3.17
0064,113.156,-4.9198,-8.781,67.391,-2.93,-7.864
0065,46.015,-2.0007,-3.447,55.516,-2.4137,-1.089
0066,95.622,-4.1575,-4.973,95.622,-4.1575,-4.973
0067,126.024,-5.4793,109.887,88.928,-3.8664,-3.602
0068,91.688,-3.9864,-7.067,57.63,-2.5057,-6.678
0069,95.85,-4.1674,2.9,60.634,-2.6363,-2.657
0070,113.814,-4.9484,24.07,112.634,-4.8971,5.989
0071,61.142,-2.6583,6.409,35.663,-1.5506,-7.815
0072,42.486,-1.8472,-6.892,13.088,-0.569,-7.398
0073,135.738,-5.9017,30.96,123.294,-5.3606,4.005
0074,134.354,-5.8415,-6.438,134.354,-5.8415,-6.438
0075,87.501,-3.8044,-5.45,76.814,-3.3397,-5.166
0076,110.682,-4.8123,-2.192,86.565,-3.7637,-6.636
0077,144.855,-6.298,-5.98,126.484,-5.4993,-3.119
0078,101.912,-4.431,-2.753,82.243,-3.5758,82.243
0079,100.483,-4.3688,-1.209,69.825,-3.0359,-3.025
0080,100.161,-4.3548,-7.444,92.579,-4.0252,92.579
0081,25.81,-1.1222,-2.636,18.139,-0.7887,-1.835
0082,70.968,-3.0856,-8.633,61.823,-2.688,0.779
0083,16.553,-0.7197,-4.216,16.621,-0.7227,1.466
0084,108.263,-4.7071,3.174,82.624,-3.5923,8.176
0085,75.999,-3.3043,-8.035,55.96,-2.433,-2.884
0086,139.314,-6.0571,-4.095,178.45,-7.7587,-2.983
0087,116.171,-5.0509,-2.177,72.675,-3.1598,-5.53
0088,190.182,-8.2688,-6.159,198.546,-8.6324,63.301
0089,179.033,-7.784,-1.722,204.546,-8.8933,204.546
0090,96.573,-4.1988,-5.298,96.573,-4.1988,-5.298
0091,114.176,-4.9642,-4.511,116.109,-5.0482,-7.54
0092,59.924,-2.6054,-3.78,51.617,-2.2442,-5.414
0093,93.126,-4.049,0.184,51.023,-2.2184,-2.502
0094,23.326,-1.0142,-6.186,17.73,-0.7709,-7.24
