mol_id,score_before,score_after,tanimoto_before,tanimoto_after,hbond_before,hbond_after,rmsd_shift,min_distance_before,min_distance_after,steps_accepted
2026-09-18-6fnk-s0-n100-0020,0.285714,0.357143,0.117647,0.151515,1,1,1.0015,1.5686,1.7252,173
2026-09-18-6fnk-s0-n100-0021,0.285714,0.428571,0.129032,0.1875,0,0,0.6285,0.7619,0.9433,316
2026-09-18-6fnk-s0-n100-0022,0.142857,0.357143,0.0625,0.16129,1,0,1.3316,1.3741,1.4137,157
2026-09-18-6fnk-s0-n100-0023,0.285714,0.357143,0.137931,0.2,0,0,1.1077,1.646,1.7216,111
2026-09-18-6fnk-s0-n100-0024,0.285714,0.571429,0.148148,0.307692,0,0,1.496,0.6402,0.7121,296
2026-09-18-6fnk-s0-n100-0025,0.285714,0.428571,0.114286,0.206897,1,1,1.2809,1.4906,1.5012,109
2026-09-18-6fnk-s0-n100-0026,0.357143,0.571429,0.2,0.333333,1,1,0.9288,1.2805,1.5535,313
2026-09-18-6fnk-s0-n100-0027,0.142857,0.285714,0.071429,0.153846,0,0,0.8015,1.3999,1.8759,288
2026-09-18-6fnk-s0-n100-0028,0.5,0.714286,0.21875,0.344828,1,1,1.1033,0.6729,0.8884,178
2026-09-18-6fnk-s0-n100-0029,0.357143,0.428571,0.16129,0.222222,1,1,0.8282,1.3115,1.6325,269
2026-09-18-6fnk-s0-n100-0030,0.357143,0.5,0.172414,0.25,1,0,0.8496,1.4594,1.5045,145
2026-09-18-6fnk-s0-n100-0031,0.5,0.571429,0.233333,0.258065,1,1,0.4605,0.7924,0.9478,279
2026-09-18-6fnk-s0-n100-0032,0.214286,0.357143,0.1,0.16129,0,1,0.9204,1.337,1.7784,260
2026-09-18-6fnk-s0-n100-0033,0.285714,0.5,0.137931,0.28,1,0,1.4885,0.3376,0.8647,417
2026-09-18-6fnk-s0-n100-0034,0.214286,0.214286,0.103448,0.103448,1,1,0.0,1.2502,1.2502,177
2026-09-18-6fnk-s0-n100-0035,0.285714,0.285714,0.133333,0.133333,1,1,0.0,1.8356,1.8356,46
2026-09-18-6fnk-s0-n100-0036,0.214286,0.285714,0.12,0.166667,1,1,0.8927,1.2738,1.8697,327
2026-09-18-6fnk-s0-n100-0037,0.428571,0.571429,0.1875,0.25,1,1,0.7848,1.3329,1.3747,156
2026-09-18-6fnk-s0-n100-0038,0.142857,0.357143,0.071429,0.192308,0,0,1.456,0.4557,0.5823,367
2026-09-18-6fnk-s0-n100-0039,0.428571,0.785714,0.222222,0.423077,1,1,0.8213,1.5164,1.6322,146
2026-09-18-6fnk-s0-n100-0040,0.357143,0.642857,0.185185,0.375,1,1,1.4828,1.3,1.5805,277
2026-09-18-6fnk-s0-n100-0041,0.214286,0.357143,0.1,0.16129,1,1,0.6595,0.6614,1.05,380
2026-09-18-6fnk-s0-n100-0042,0.214286,0.214286,0.111111,0.111111,1,1,0.0,1.3901,1.3901,225
2026-09-18-6fnk-s0-n100-0043,0.214286,0.357143,0.083333,0.16129,1,1,1.1364,0.273,0.5435,371
2026-09-18-6fnk-s0-n100-0044,0.285714,0.428571,0.129032,0.214286,1,1,1.1653,1.0697,1.7337,370
2026-09-18-6fnk-s0-n100-0045,0.357143,0.571429,0.16129,0.242424,1,1,0.5121,1.2947,1.299,153
2026-09-18-6fnk-s0-n100-0046,0.214286,0.357143,0.090909,0.172414,1,0,0.7536,1.1256,1.2548,164
2026-09-18-6fnk-s0-n100-0047,0.285714,0.357143,0.129032,0.15625,1,1,0.9448,1.5832,1.6253,164
2026-09-18-6fnk-s0-n100-0048,0.428571,0.571429,0.193548,0.258065,1,1,0.7144,0.4156,0.582,331
2026-09-18-6fnk-s0-n100-0049,0.285714,0.428571,0.148148,0.230769,0,0,0.6342,1.5145,1.7823,251
2026-09-18-6fnk-s0-n100-0050,0.285714,0.428571,0.190476,0.285714,0,0,0.9348,1.1199,1.4866,379
2026-09-18-6fnk-s0-n100-0051,0.142857,0.285714,0.064516,0.129032,1,1,1.1693,1.1787,1.2177,282
2026-09-18-6fnk-s0-n100-0052,0.285714,0.285714,0.137931,0.137931,0,0,0.0,1.4559,1.4559,326
2026-09-18-6fnk-s0-n100-0053,0.214286,0.357143,0.096774,0.166667,0,0,1.2962,0.6018,0.6452,316
2026-09-18-6fnk-s0-n100-0054,0.285714,0.357143,0.133333,0.172414,1,1,0.5781,1.4115,1.5183,192
2026-09-18-6fnk-s0-n100-0055,0.214286,0.428571,0.115385,0.24,0,0,1.3905,1.2978,1.7759,259
2026-09-18-6fnk-s0-n100-0056,0.285714,0.357143,0.1,0.128205,1,1,0.7305,0.8648,0.8991,222
2026-09-18-6fnk-s0-n100-0057,0.285714,0.5,0.133333,0.259259,1,1,1.2259,0.5665,0.6916,304
2026-09-18-6fnk-s0-n100-0058,0.214286,0.357143,0.1,0.178571,1,0,1.3343,1.2937,1.4347,340
2026-09-18-6fnk-s0-n100-0059,0.5,0.714286,0.28,0.4,1,1,0.8036,1.7295,1.8003,159
2026-09-18-6fnk-s0-n100-0060,0.142857,0.285714,0.064516,0.133333,0,0,0.9261,1.3116,1.5337,279
2026-09-18-6fnk-s0-n100-0061,0.285714,0.5,0.16,0.304348,1,1,1.1919,1.2645,1.2737,294
2026-09-18-6fnk-s0-n100-0062,0.285714,0.357143,0.129032,0.16129,1,1,1.0481,1.3851,1.4573,149
2026-09-18-6fnk-s0-n100-0063,0.142857,0.285714,0.0625,0.133333,1,1,1.0242,1.1706,1.2822,248
2026-09-18-6fnk-s0-n100-0064,0.214286,0.357143,0.096774,0.192308,1,1,1.2581,1.0176,1.1281,285
2026-09-18-6fnk-s0-n100-0065,0.214286,0.357143,0.111111,0.217391,0,0,1.4165,1.4429,1.7072,274
2026-09-18-6fnk-s0-n100-0066,0.285714,0.357143,0.133333,0.172414,1,1,0.9636,1.1212,1.3119,267
2026-09-18-6fnk-s0-n100-0067,0.428571,0.642857,0.214286,0.321429,1,1,0.973,0.8728,1.2371,285
2026-09-18-6fnk-s0-n100-0068,0.357143,0.428571,0.131579,0.181818,1,1,1.1362,1.3498,1.3818,226
2026-09-18-6fnk-s0-n100-0069,0.285714,0.428571,0.142857,0.230769,0,0,1.4364,1.1305,1.2931,292
2026-09-18-6fnk-s0-n100-0070,0.357143,0.428571,0.185185,0.222222,0,1,1.3632,1.3152,1.4879,94
2026-09-18-6fnk-s0-n100-0071,0.571429,0.642857,0.32,0.36,1,1,0.3801,1.3665,1.4002,132
2026-09-18-6fnk-s0-n100-0072,0.214286,0.428571,0.1,0.222222,1,1,1.2021,0.8539,1.0091,314
2026-09-18-6fnk-s0-n100-0073,0.285714,0.5,0.166667,0.304348,0,0,0.7034,0.9994,1.115,307
2026-09-18-6fnk-s0-n100-0074,0.285714,0.357143,0.133333,0.151515,1,1,1.0752,1.0532,1.0579,415
2026-09-18-6fnk-s0-n100-0075,0.214286,0.214286,0.085714,0.085714,1,1,0.0,0.7233,0.7233,245
2026-09-18-6fnk-s0-n100-0076,0.285714,0.357143,0.133333,0.166667,1,1,0.4432,1.6397,1.7577,154
2026-09-18-6fnk-s0-n100-0077,0.285714,0.357143,0.129032,0.15625,1,1,0.9195,0.9585,1.4145,300
2026-09-18-6fnk-s0-n100-0079,0.428571,0.571429,0.222222,0.296296,1,1,0.7487,1.2106,1.7154,285
2026-09-18-6fnk-s0-n100-0080,0.428571,0.642857,0.214286,0.310345,0,0,0.7183,1.7709,1.8094,69
2026-09-18-6fnk-s0-n100-0081,0.285714,0.428571,0.153846,0.214286,0,0,1.2304,1.2347,1.3547,174
2026-09-18-6fnk-s0-n100-0082,0.214286,0.285714,0.096774,0.129032,1,0,0.5716,1.7817,1.9164,86
2026-09-18-6fnk-s0-n100-0083,0.357143,0.642857,0.15625,0.321429,1,1,1.0707,1.7968,1.876,91
2026-09-18-6fnk-s0-n100-0084,0.5,0.642857,0.225806,0.321429,1,1,0.5784,0.9121,1.3405,307
2026-09-18-6fnk-s0-n100-0085,0.357143,0.428571,0.178571,0.214286,1,1,1.2393,1.7379,1.7889,125
2026-09-18-6fnk-s0-n100-0086,0.214286,0.357143,0.107143,0.208333,1,0,1.1215,1.5995,1.6256,138
2026-09-18-6fnk-s0-n100-0087,0.214286,0.428571,0.115385,0.24,0,0,1.0701,1.8293,1.9435,78
2026-09-18-6fnk-s0-n100-0088,0.285714,0.357143,0.108108,0.147059,1,1,0.571,1.2721,1.5611,335
2026-09-18-6fnk-s0-n100-0089,0.285714,0.357143,0.125,0.16129,1,0,0.7613,1.086,1.5736,326
2026-09-18-6fnk-s0-n100-0090,0.285714,0.714286,0.125,0.333333,1,1,1.3164,0.5332,1.1503,277
2026-09-18-6fnk-s0-n100-0091,0.428571,0.571429,0.176471,0.222222,1,1,1.0938,1.2063,1.5224,184
2026-09-18-6fnk-s0-n100-0092,0.285714,0.357143,0.129032,0.16129,1,1,0.8834,0.7922,1.1583,262
2026-09-18-6fnk-s0-n100-0093,0.285714,0.285714,0.142857,0.142857,0,0,0.0,0.7704,0.7704,319
2026-09-18-6fnk-s0-n100-0094,0.285714,0.428571,0.137931,0.26087,1,1,1.332,0.6996,1.061,301
2026-09-18-6fnk-s0-n100-0095,0.285714,0.571429,0.121212,0.275862,1,1,1.4464,1.561,1.6598,194
2026-09-18-6fnk-s0-n100-0096,0.285714,0.357143,0.148148,0.185185,0,0,0.7534,1.6705,1.7768,87
2026-09-18-6fnk-s0-n100-0097,0.285714,0.357143,0.121212,0.16129,0,1,1.3566,1.6343,1.6641,99
2026-09-18-6fnk-s0-n100-0098,0.285714,0.5,0.129032,0.212121,1,1,1.4148,1.0416,1.1582,232
2026-09-18-6fnk-s0-n100-0099,0.214286,0.285714,0.12,0.166667,1,1,0.5018,1.2364,1.308,346
2026-09-18-6fnk-s0-n100-0100,0.285714,0.571429,0.142857,0.307692,0,0,1.1479,1.087,1.5083,269
