mol_id,score_before,score_after,tanimoto_before,tanimoto_after,hbond_before,hbond_after,rmsd_shift,min_distance_before,min_distance_after,steps_accepted
2026-09-18-6fnk-s0-n100-0001,0.642857,0.714286,0.36,0.357143,1,1,0.785,0.4885,0.7555,303
2026-09-18-6fnk-s0-n100-0002,0.142857,0.357143,0.068966,0.16129,1,1,1.3229,1.296,1.5774,266
2026-09-18-6fnk-s0-n100-0003,0.285714,0.428571,0.142857,0.24,1,1,1.0504,1.4293,1.5091,106
2026-09-18-6fnk-s0-n100-0004,0.214286,0.357143,0.107143,0.192308,1,1,1.0172,1.2825,1.8086,294
2026-09-18-6fnk-s0-n100-0005,0.285714,0.5,0.166667,0.304348,1,1,1.0495,0.1534,1.026,409
2026-09-18-6fnk-s0-n100-0006,0.285714,0.357143,0.153846,0.192308,1,0,0.9715,1.6535,1.7672,94
2026-09-18-6fnk-s0-n100-0007,0.357143,0.357143,0.166667,0.166667,0,0,0.0,0.602,0.602,413
2026-09-18-6fnk-s0-n100-0008,0.357143,0.642857,0.178571,0.36,1,1,1.3378,1.4336,1.4494,148
2026-09-18-6fnk-s0-n100-0009,0.285714,0.285714,0.142857,0.142857,1,1,0.0,1.9062,1.9062,97
2026-09-18-6fnk-s0-n100-0010,0.357143,0.642857,0.185185,0.321429,0,1,0.7671,1.6651,1.8863,117
2026-09-18-6fnk-s0-n100-0011,0.285714,0.428571,0.137931,0.206897,0,0,1.435,1.4412,1.747,293
2026-09-18-6fnk-s0-n100-0012,0.357143,0.5,0.178571,0.25,0,0,1.1646,0.4754,1.1018,372
2026-09-18-6fnk-s0-n100-0013,0.214286,0.357143,0.083333,0.172414,1,1,1.2019,1.2537,1.6089,246
2026-09-18-6fnk-s0-n100-0014,0.285714,0.5,0.137931,0.241379,0,0,1.2134,1.4504,1.5824,242
2026-09-18-6fnk-s0-n100-0015,0.285714,0.357143,0.148148,0.172414,0,1,1.2269,1.4218,1.4312,214
2026-09-18-6fnk-s0-n100-0016,0.285714,0.285714,0.142857,0.142857,1,1,0.0,1.7259,1.7259,129
2026-09-18-6fnk-s0-n100-0017,0.285714,0.428571,0.111111,0.206897,1,1,1.4773,0.9008,1.0822,288
2026-09-18-6fnk-s0-n100-0018,0.5,0.642857,0.259259,0.321429,1,1,0.7429,1.3852,1.574,182
2026-09-18-6fnk-s0-n100-0019,0.285714,0.571429,0.142857,0.32,0,0,1.1232,1.043,1.4601,289
