mol_id,score_before,score_after,tanimoto_before,tanimoto_after,hbond_before,hbond_after,objective_before,objective_after,rmsd_shift,min_distance_before,min_distance_after,steps_accepted
2026-08-23-6tgu-s0-n100-prep-0067,0.764706,0.882353,0.722222,0.882353,1,1,0.921962,0.987857,1.1833,2.4485,2.7378,315
2026-08-23-6tgu-s0-n100-prep-0068,0.764706,0.764706,0.764706,0.722222,1,1,0.905485,0.919323,0.7496,3.0391,2.5735,403
2026-08-23-6tgu-s0-n100-prep-0069,0.764706,0.823529,0.722222,0.736842,1,1,0.905485,0.932012,0.7955,2.2075,2.2817,291
2026-08-23-6tgu-s0-n100-prep-0070,0.823529,0.823529,0.636364,0.636364,1,1,0.987242,0.987242,0.0,2.782,2.782,390
2026-08-23-6tgu-s0-n100-prep-0071,0.588235,0.823529,0.434783,0.7,1,1,0.820719,0.987242,1.0381,2.2937,2.2776,288
2026-08-23-6tgu-s0-n100-prep-0072,0.588235,0.764706,0.526316,0.722222,1,1,0.798471,0.905485,0.9411,2.7499,2.6236,368
2026-08-23-6tgu-s0-n100-prep-0073,0.470588,0.647059,0.363636,0.578947,1,1,0.596942,0.860497,1.1143,3.0294,2.7239,463
2026-08-23-6tgu-s0-n100-prep-0074,0.705882,0.764706,0.6,0.65,1,1,0.895434,0.921962,0.4748,2.1754,2.2897,273
2026-08-23-6tgu-s0-n100-prep-0075,0.764706,0.823529,0.65,0.823529,1,1,0.905485,0.970765,0.9019,2.5445,2.0617,333
2026-08-23-6tgu-s0-n100-prep-0076,0.823529,0.941176,0.777778,0.842105,1,1,0.932012,0.997908,1.0674,2.472,2.4475,283
2026-08-23-6tgu-s0-n100-prep-0077,0.764706,0.823529,0.541667,0.7,1,1,0.914619,0.987242,1.0978,3.0176,2.6391,315
2026-08-23-6tgu-s0-n100-prep-0078,0.764706,0.823529,0.65,0.777778,1,1,0.845551,0.932012,0.9184,2.8065,2.403,342
2026-08-23-6tgu-s0-n100-prep-0079,0.764706,0.882353,0.684211,0.882353,1,1,0.905485,0.934105,1.4567,2.6525,2.4072,355
2026-08-23-6tgu-s0-n100-prep-0080,0.588235,0.705882,0.526316,0.631579,1,1,0.820719,0.895434,0.3035,2.6265,2.8976,402
2026-08-23-6tgu-s0-n100-prep-0081,0.705882,0.823529,0.6,0.777778,1,1,0.843459,0.932012,1.3386,2.8113,2.5229,359
