mol_id,score_before,score_after,tanimoto_before,tanimoto_after,hbond_before,hbond_after,rmsd_shift,min_distance_before,min_distance_after,steps_accepted
2026-09-18-6fnk-s0-n100-0001,0.642857,0.642857,0.36,0.321429,1,1,0.9449,0.4885,0.9332,379
2026-09-18-6fnk-s0-n100-0002,0.142857,0.142857,0.068966,0.060606,1,1,1.1287,1.296,1.3576,314
2026-09-18-6fnk-s0-n100-0003,0.285714,0.285714,0.142857,0.137931,1,1,0.7094,1.4293,1.4574,134
2026-09-18-6fnk-s0-n100-0004,0.214286,0.214286,0.107143,0.1,1,1,1.1701,1.2825,1.3513,354
2026-09-18-6fnk-s0-n100-0005,0.285714,0.357143,0.166667,0.208333,1,1,1.0981,0.1534,0.6226,529
2026-09-18-6fnk-s0-n100-0006,0.285714,0.285714,0.153846,0.153846,1,0,0.9276,1.6535,1.6799,62
2026-09-18-6fnk-s0-n100-0007,0.357143,0.214286,0.166667,0.096774,0,1,1.4476,0.602,1.1419,378
2026-09-18-6fnk-s0-n100-0008,0.357143,0.357143,0.178571,0.185185,1,1,0.4429,1.4336,1.7741,222
2026-09-18-6fnk-s0-n100-0009,0.285714,0.285714,0.142857,0.142857,1,1,0.0,1.9062,1.9062,105
2026-09-18-6fnk-s0-n100-0010,0.357143,0.357143,0.185185,0.185185,0,0,0.0,1.6651,1.6651,130
2026-09-18-6fnk-s0-n100-0011,0.285714,0.285714,0.137931,0.133333,0,0,1.2786,1.4412,1.5616,280
2026-09-18-6fnk-s0-n100-0012,0.357143,0.357143,0.178571,0.178571,0,0,0.0,0.4754,0.4754,386
2026-09-18-6fnk-s0-n100-0013,0.214286,0.214286,0.083333,0.083333,1,1,0.0,1.2537,1.2537,223
2026-09-18-6fnk-s0-n100-0014,0.285714,0.285714,0.137931,0.137931,0,0,0.0,1.4504,1.4504,253
2026-09-18-6fnk-s0-n100-0015,0.285714,0.285714,0.148148,0.148148,0,0,0.0,1.4218,1.4218,281
2026-09-18-6fnk-s0-n100-0016,0.285714,0.285714,0.142857,0.142857,1,1,0.0,1.7259,1.7259,149
2026-09-18-6fnk-s0-n100-0017,0.285714,0.357143,0.111111,0.151515,1,1,0.9127,0.9008,1.3098,301
2026-09-18-6fnk-s0-n100-0018,0.5,0.5,0.259259,0.25,1,1,0.6481,1.3852,1.4495,224
2026-09-18-6fnk-s0-n100-0019,0.285714,0.285714,0.142857,0.153846,0,0,0.8188,1.043,1.1766,291
2026-09-18-6fnk-s0-n100-0020,0.285714,0.285714,0.117647,0.117647,1,1,0.0,1.5686,1.5686,188
2026-09-18-6fnk-s0-n100-0021,0.285714,0.428571,0.129032,0.181818,0,1,1.0764,0.7619,0.9014,313
2026-09-18-6fnk-s0-n100-0022,0.142857,0.285714,0.0625,0.125,1,1,1.3725,1.3741,1.538,129
2026-09-18-6fnk-s0-n100-0023,0.285714,0.285714,0.137931,0.142857,0,0,0.912,1.646,1.6808,104
2026-09-18-6fnk-s0-n100-0024,0.285714,0.285714,0.148148,0.133333,0,1,1.3182,0.6402,0.9794,308
2026-09-18-6fnk-s0-n100-0025,0.285714,0.285714,0.114286,0.117647,1,1,0.5448,1.4906,1.7044,121
2026-09-18-6fnk-s0-n100-0026,0.357143,0.357143,0.2,0.2,1,1,0.0,1.2805,1.2805,314
2026-09-18-6fnk-s0-n100-0027,0.142857,0.214286,0.071429,0.107143,0,0,0.6851,1.3999,1.4495,250
2026-09-18-6fnk-s0-n100-0028,0.5,0.571429,0.21875,0.266667,1,0,0.5497,0.6729,1.0025,296
2026-09-18-6fnk-s0-n100-0029,0.357143,0.428571,0.16129,0.230769,1,1,0.8601,1.3115,1.4737,229
2026-09-18-6fnk-s0-n100-0030,0.357143,0.285714,0.172414,0.133333,1,1,0.6471,1.4594,1.4807,156
2026-09-18-6fnk-s0-n100-0031,0.5,0.5,0.233333,0.233333,1,1,0.0,0.7924,0.7924,306
2026-09-18-6fnk-s0-n100-0032,0.214286,0.357143,0.1,0.166667,0,1,0.9024,1.337,1.6375,254
2026-09-18-6fnk-s0-n100-0033,0.285714,0.357143,0.137931,0.178571,1,0,0.9944,0.3376,0.7065,439
2026-09-18-6fnk-s0-n100-0034,0.214286,0.214286,0.103448,0.103448,1,1,0.774,1.2502,1.4254,166
2026-09-18-6fnk-s0-n100-0035,0.285714,0.285714,0.133333,0.133333,1,1,0.0,1.8356,1.8356,44
2026-09-18-6fnk-s0-n100-0036,0.214286,0.285714,0.12,0.16,1,1,0.6125,1.2738,1.2878,329
2026-09-18-6fnk-s0-n100-0037,0.428571,0.428571,0.1875,0.1875,1,1,0.0,1.3329,1.3329,180
2026-09-18-6fnk-s0-n100-0038,0.142857,0.214286,0.071429,0.107143,0,0,0.8018,0.4557,0.9746,378
2026-09-18-6fnk-s0-n100-0039,0.428571,0.428571,0.222222,0.222222,1,1,0.0,1.5164,1.5164,186
2026-09-18-6fnk-s0-n100-0040,0.357143,0.357143,0.185185,0.178571,1,1,0.7168,1.3,1.7531,360
2026-09-18-6fnk-s0-n100-0041,0.214286,0.285714,0.1,0.121212,1,1,0.4851,0.6614,0.8776,430
2026-09-18-6fnk-s0-n100-0042,0.214286,0.214286,0.111111,0.111111,1,1,0.0,1.3901,1.3901,221
2026-09-18-6fnk-s0-n100-0043,0.214286,0.285714,0.083333,0.117647,1,1,1.2222,0.273,0.5377,364
2026-09-18-6fnk-s0-n100-0044,0.285714,0.285714,0.129032,0.129032,1,1,0.0,1.0697,1.0697,443
2026-09-18-6fnk-s0-n100-0045,0.357143,0.357143,0.16129,0.16129,1,1,0.0,1.2947,1.2947,229
2026-09-18-6fnk-s0-n100-0046,0.214286,0.214286,0.090909,0.088235,1,1,1.1593,1.1256,1.3757,208
2026-09-18-6fnk-s0-n100-0047,0.285714,0.285714,0.129032,0.129032,1,1,0.0,1.5832,1.5832,151
2026-09-18-6fnk-s0-n100-0048,0.428571,0.285714,0.193548,0.117647,1,1,1.3635,0.4156,0.5899,472
2026-09-18-6fnk-s0-n100-0049,0.285714,0.357143,0.148148,0.178571,0,0,1.0083,1.5145,1.7388,295
2026-09-18-6fnk-s0-n100-0050,0.285714,0.285714,0.190476,0.190476,0,0,0.0,1.1199,1.1199,411
2026-09-18-6fnk-s0-n100-0051,0.142857,0.142857,0.064516,0.074074,1,1,0.8716,1.1787,1.4342,225
2026-09-18-6fnk-s0-n100-0052,0.285714,0.285714,0.137931,0.137931,0,0,0.5113,1.4559,1.6253,308
2026-09-18-6fnk-s0-n100-0053,0.214286,0.285714,0.096774,0.133333,0,0,1.0887,0.6018,0.8145,304
2026-09-18-6fnk-s0-n100-0054,0.285714,0.285714,0.133333,0.133333,1,1,0.0,1.4115,1.4115,208
2026-09-18-6fnk-s0-n100-0055,0.214286,0.214286,0.115385,0.12,0,0,0.9946,1.2978,1.4761,243
2026-09-18-6fnk-s0-n100-0056,0.285714,0.214286,0.1,0.081081,1,1,1.1392,0.8648,0.8683,171
2026-09-18-6fnk-s0-n100-0057,0.285714,0.214286,0.133333,0.096774,1,1,1.2306,0.5665,1.2181,360
2026-09-18-6fnk-s0-n100-0058,0.214286,0.285714,0.1,0.137931,1,1,0.3402,1.2937,1.3947,297
2026-09-18-6fnk-s0-n100-0059,0.5,0.5,0.28,0.28,1,1,0.0,1.7295,1.7295,196
2026-09-18-6fnk-s0-n100-0060,0.142857,0.214286,0.064516,0.096774,0,1,1.081,1.3116,1.6502,332
2026-09-18-6fnk-s0-n100-0061,0.285714,0.285714,0.16,0.153846,1,0,1.1951,1.2645,1.4778,322
2026-09-18-6fnk-s0-n100-0062,0.285714,0.285714,0.129032,0.137931,1,1,0.7114,1.3851,1.4265,196
2026-09-18-6fnk-s0-n100-0063,0.142857,0.214286,0.0625,0.103448,1,1,0.8761,1.1706,1.3763,222
2026-09-18-6fnk-s0-n100-0064,0.214286,0.214286,0.096774,0.096774,1,1,1.2354,1.0176,1.4159,258
2026-09-18-6fnk-s0-n100-0065,0.214286,0.142857,0.111111,0.071429,0,0,1.0567,1.4429,1.6261,269
2026-09-18-6fnk-s0-n100-0066,0.285714,0.285714,0.133333,0.133333,1,1,0.702,1.1212,1.27,289
2026-09-18-6fnk-s0-n100-0067,0.428571,0.428571,0.214286,0.214286,1,1,0.0,0.8728,0.8728,375
2026-09-18-6fnk-s0-n100-0068,0.357143,0.285714,0.131579,0.105263,1,1,0.6843,1.3498,1.5192,223
