mol_id,score_before,score_after,tanimoto_before,tanimoto_after,hbond_before,hbond_after,objective_before,objective_after,rmsd_shift,min_distance_before,min_distance_after,steps_accepted
2026-09-18-6fnk-s0-n100-refligand-0058,0.642857,0.857143,0.45,0.571429,1,1,0.642857,0.857143,1.2706,2.7152,2.1036,294
2026-09-18-6fnk-s0-n100-refligand-0059,0.714286,0.857143,0.588235,0.8,1,1,0.714286,0.857143,1.2247,2.7245,2.4354,378
2026-09-18-6fnk-s0-n100-refligand-0060,0.571429,0.714286,0.4,0.434783,1,1,0.571429,0.714286,1.111,2.5257,2.0051,244
2026-09-18-6fnk-s0-n100-refligand-0061,0.642857,0.714286,0.5625,0.588235,1,1,0.642857,0.714286,1.4053,2.8295,2.4219,415
2026-09-18-6fnk-s0-n100-refligand-0062,0.428571,0.785714,0.3,0.5,1,1,0.428571,0.785714,0.77,2.6614,2.2295,295
2026-09-18-6fnk-s0-n100-refligand-0063,0.785714,0.928571,0.52381,0.619048,1,1,0.785714,0.928571,0.7703,2.5262,2.0102,287
2026-09-18-6fnk-s0-n100-refligand-0064,0.571429,0.785714,0.307692,0.458333,1,1,0.571429,0.785714,0.8732,2.5021,2.2665,294
2026-09-18-6fnk-s0-n100-refligand-0065,0.642857,0.714286,0.5,0.526316,1,1,0.642857,0.714286,1.3405,2.8288,2.0683,409
2026-09-18-6fnk-s0-n100-refligand-0066,0.642857,0.714286,0.6,0.714286,1,1,0.642857,0.714286,0.717,3.0518,2.7639,459
2026-09-18-6fnk-s0-n100-refligand-0067,0.571429,0.857143,0.380952,0.545455,0,1,0.571429,0.857143,0.9642,2.4759,2.3743,288
2026-09-18-6fnk-s0-n100-refligand-0068,0.428571,0.642857,0.375,0.529412,0,1,0.428571,0.642857,0.6547,3.1046,2.8535,407
2026-09-18-6fnk-s0-n100-refligand-0070,0.642857,0.785714,0.473684,0.55,1,1,0.642857,0.785714,0.9392,2.6449,2.4933,288
2026-09-18-6fnk-s0-n100-refligand-0071,0.428571,0.571429,0.428571,0.533333,1,1,0.428571,0.571429,0.7092,2.9404,2.9435,441
2026-09-18-6fnk-s0-n100-refligand-0072,0.857143,0.857143,0.666667,0.666667,1,1,0.857143,0.857143,0.0,2.8405,2.8405,405
2026-09-18-6fnk-s0-n100-refligand-0073,0.5,0.714286,0.5,0.666667,0,0,0.5,0.714286,0.8341,3.1855,2.3602,462
2026-09-18-6fnk-s0-n100-refligand-0074,0.571429,0.785714,0.380952,0.578947,1,1,0.571429,0.785714,0.5166,2.7655,2.553,363
2026-09-18-6fnk-s0-n100-refligand-0075,0.642857,0.785714,0.409091,0.611111,1,1,0.642857,0.785714,0.6673,2.9182,2.7412,343
2026-09-18-6fnk-s0-n100-refligand-0076,0.285714,0.714286,0.285714,0.714286,0,1,0.285714,0.714286,1.2863,3.1959,2.5563,394
2026-09-18-6fnk-s0-n100-refligand-0077,0.5,0.571429,0.5,0.533333,0,0,0.5,0.571429,0.7103,2.9421,2.6365,510
2026-09-18-6fnk-s0-n100-refligand-0078,0.642857,0.857143,0.5625,0.857143,1,1,0.642857,0.857143,0.9415,2.5222,2.5597,374
2026-09-18-6fnk-s0-n100-refligand-0079,0.5,0.785714,0.411765,0.611111,0,1,0.5,0.785714,1.0773,2.7506,2.1971,350
2026-09-18-6fnk-s0-n100-refligand-0080,0.571429,0.714286,0.533333,0.666667,1,1,0.571429,0.714286,1.3979,2.7462,2.1523,428
2026-09-18-6fnk-s0-n100-refligand-0081,0.357143,0.642857,0.333333,0.6,0,0,0.357143,0.642857,0.9511,3.0089,2.453,472
2026-09-18-6fnk-s0-n100-refligand-0082,0.785714,0.857143,0.55,0.521739,1,1,0.785714,0.857143,0.5877,2.7819,2.4134,327
2026-09-18-6fnk-s0-n100-refligand-0083,0.642857,0.857143,0.36,0.545455,1,1,0.642857,0.857143,0.8395,2.4355,2.2028,229
2026-09-18-6fnk-s0-n100-refligand-0084,0.571429,0.785714,0.363636,0.52381,1,1,0.571429,0.785714,1.0561,1.846,1.947,288
2026-09-18-6fnk-s0-n100-refligand-0085,0.285714,0.571429,0.285714,0.533333,0,1,0.285714,0.571429,1.2797,3.055,2.398,456
2026-09-18-6fnk-s0-n100-refligand-0086,0.642857,0.785714,0.529412,0.647059,0,1,0.642857,0.785714,0.5247,2.4738,2.2458,276
2026-09-18-6fnk-s0-n100-refligand-0087,0.642857,0.928571,0.5,0.722222,1,1,0.642857,0.928571,0.9722,2.0566,2.3812,306
2026-09-18-6fnk-s0-n100-refligand-0088,0.642857,0.857143,0.5625,0.8,1,1,0.642857,0.857143,1.0731,3.0321,2.2363,332
2026-09-18-6fnk-s0-n100-refligand-0089,0.714286,0.857143,0.454545,0.631579,1,1,0.714286,0.857143,1.1724,2.3252,2.2043,303
2026-09-18-6fnk-s0-n100-refligand-0090,0.428571,0.714286,0.4,0.714286,1,1,0.428571,0.714286,0.9887,2.9798,2.383,401
2026-09-18-6fnk-s0-n100-refligand-0091,0.571429,0.785714,0.533333,0.733333,1,1,0.571429,0.785714,1.1796,2.9682,2.4818,402
2026-09-18-6fnk-s0-n100-refligand-0092,0.571429,0.785714,0.363636,0.52381,1,1,0.571429,0.785714,1.2868,2.7136,2.1843,252
2026-09-18-6fnk-s0-n100-refligand-0093,0.428571,0.714286,0.4,0.666667,1,1,0.428571,0.714286,0.9913,2.9462,2.5498,397
2026-09-18-6fnk-s0-n100-refligand-0094,0.428571,0.5,0.4,0.466667,1,1,0.428571,0.5,0.7869,2.8864,2.4848,421
2026-09-18-6fnk-s0-n100-refligand-0095,0.642857,0.714286,0.409091,0.434783,0,0,0.642857,0.714286,0.5797,2.8715,2.4115,339
2026-09-18-6fnk-s0-n100-refligand-0098,0.714286,0.857143,0.625,0.8,1,1,0.714286,0.857143,0.8836,2.668,2.5658,407
2026-09-18-6fnk-s0-n100-refligand-0099,0.714286,0.857143,0.714286,0.857143,1,1,0.714286,0.857143,0.8131,2.8366,2.7282,365
2026-09-18-6fnk-s0-n100-refligand-0100,0.571429,0.714286,0.533333,0.625,0,1,0.571429,0.714286,1.1762,2.7373,2.3079,450
