mol_id,score_before,score_after,tanimoto_before,tanimoto_after,hbond_before,hbond_after,objective_before,objective_after,rmsd_shift,min_distance_before,min_distance_after,steps_accepted
2026-08-23-6tgu-s0-n100-prep-0057,0.823529,0.941176,0.736842,0.888889,1,1,0.823529,0.941176,1.1897,2.6667,2.85,360
2026-08-23-6tgu-s0-n100-prep-0058,0.705882,0.823529,0.6,0.777778,1,1,0.705882,0.823529,1.0243,2.3676,2.2172,317
2026-08-23-6tgu-s0-n100-prep-0059,0.705882,0.823529,0.705882,0.823529,1,1,0.705882,0.823529,1.0303,3.005,2.6433,450
2026-08-23-6tgu-s0-n100-prep-0060,0.705882,0.823529,0.571429,0.777778,1,0,0.705882,0.823529,1.3271,2.1766,2.6485,362
2026-08-23-6tgu-s0-n100-prep-0061,0.764706,0.882353,0.722222,0.882353,1,1,0.764706,0.882353,1.4133,2.7871,2.2655,395
2026-08-23-6tgu-s0-n100-prep-0062,0.882353,0.882353,0.75,0.75,1,1,0.882353,0.882353,0.0,1.7487,1.7487,387
2026-08-23-6tgu-s0-n100-prep-0063,0.705882,0.882353,0.631579,0.789474,1,1,0.705882,0.882353,1.9256,2.3657,2.5259,390
2026-08-23-6tgu-s0-n100-prep-0064,0.823529,0.823529,0.538462,0.538462,1,1,0.823529,0.823529,0.0,1.4452,1.4452,451
2026-08-23-6tgu-s0-n100-prep-0065,0.647059,0.823529,0.578947,0.823529,1,1,0.647059,0.823529,2.7235,2.4077,2.6544,362
2026-08-23-6tgu-s0-n100-prep-0066,0.647059,0.705882,0.611111,0.705882,1,1,0.647059,0.705882,1.4642,3.0078,3.0348,528
2026-08-23-6tgu-s0-n100-prep-0067,0.764706,0.882353,0.722222,0.833333,1,1,0.764706,0.882353,1.4242,2.4485,2.2726,347
2026-08-23-6tgu-s0-n100-prep-0068,0.764706,0.823529,0.764706,0.777778,1,1,0.764706,0.823529,1.2205,3.0391,2.0982,417
2026-08-23-6tgu-s0-n100-prep-0069,0.764706,0.882353,0.722222,0.833333,1,1,0.764706,0.882353,2.3509,2.2075,2.1763,367
2026-08-23-6tgu-s0-n100-prep-0070,0.823529,0.823529,0.636364,0.636364,1,1,0.823529,0.823529,0.0,2.782,2.782,355
2026-08-23-6tgu-s0-n100-prep-0071,0.588235,0.823529,0.434783,0.666667,1,1,0.588235,0.823529,1.2749,2.2937,2.418,367
2026-08-23-6tgu-s0-n100-prep-0072,0.588235,0.823529,0.526316,0.736842,1,1,0.588235,0.823529,1.922,2.7499,2.2914,445
2026-08-23-6tgu-s0-n100-prep-0073,0.470588,0.647059,0.363636,0.578947,1,1,0.470588,0.647059,1.0198,3.0294,2.717,497
2026-08-23-6tgu-s0-n100-prep-0074,0.705882,0.764706,0.6,0.619048,1,1,0.705882,0.764706,1.0913,2.1754,2.2669,383
2026-08-23-6tgu-s0-n100-prep-0075,0.764706,0.941176,0.65,0.888889,1,1,0.764706,0.941176,2.1547,2.5445,2.0215,280
2026-08-23-6tgu-s0-n100-prep-0076,0.823529,0.941176,0.777778,0.842105,1,1,0.823529,0.941176,0.7046,2.472,2.5074,295
2026-08-23-6tgu-s0-n100-prep-0077,0.764706,0.882353,0.541667,0.75,1,1,0.764706,0.882353,0.9064,3.0176,2.3352,382
2026-08-23-6tgu-s0-n100-prep-0078,0.764706,0.823529,0.65,0.777778,1,1,0.764706,0.823529,0.9542,2.8065,2.6689,351
2026-08-23-6tgu-s0-n100-prep-0079,0.764706,0.823529,0.684211,0.7,1,1,0.764706,0.823529,0.5747,2.6525,2.8247,324
2026-08-23-6tgu-s0-n100-prep-0080,0.588235,0.823529,0.526316,0.823529,1,1,0.588235,0.823529,2.0424,2.6265,2.2238,415
2026-08-23-6tgu-s0-n100-prep-0081,0.705882,0.823529,0.6,0.823529,1,1,0.705882,0.823529,2.5519,2.8113,2.3693,386
2026-08-23-6tgu-s0-n100-prep-0082,0.764706,0.823529,0.619048,0.636364,1,1,0.764706,0.823529,1.8356,2.3613,2.7446,402
2026-08-23-6tgu-s0-n100-prep-0083,0.764706,0.764706,0.590909,0.590909,1,1,0.764706,0.764706,0.0,0.5358,0.5358,475
2026-08-23-6tgu-s0-n100-prep-0084,0.882353,0.882353,0.714286,0.714286,1,1,0.882353,0.882353,0.0,2.4046,2.4046,342
2026-08-23-6tgu-s0-n100-prep-0085,0.764706,0.941176,0.590909,0.888889,1,1,0.764706,0.941176,1.4228,2.6393,2.3497,433
2026-08-23-6tgu-s0-n100-prep-0086,0.823529,0.823529,0.7,0.7,1,1,0.823529,0.823529,0.0,2.7602,2.7602,389
2026-08-23-6tgu-s0-n100-prep-0087,0.823529,0.882353,0.666667,0.714286,1,1,0.823529,0.882353,0.6886,2.8997,2.2277,369
2026-08-23-6tgu-s0-n100-prep-0088,0.764706,0.882353,0.764706,0.882353,1,1,0.764706,0.882353,0.8487,2.831,2.8919,476
2026-08-23-6tgu-s0-n100-prep-0089,0.764706,0.823529,0.5,0.608696,1,1,0.764706,0.823529,1.3844,2.5332,2.0448,274
2026-08-23-6tgu-s0-n100-prep-0090,0.705882,0.764706,0.666667,0.722222,1,1,0.705882,0.764706,1.3073,2.8053,2.3536,368
2026-08-23-6tgu-s0-n100-prep-0092,0.823529,0.823529,0.7,0.7,1,1,0.823529,0.823529,0.0,2.7015,2.7015,423
2026-08-23-6tgu-s0-n100-prep-0093,0.705882,0.764706,0.545455,0.684211,1,1,0.705882,0.764706,0.8083,2.8031,2.4984,383
2026-08-23-6tgu-s0-n100-prep-0094,0.705882,0.823529,0.571429,0.7,1,1,0.705882,0.823529,1.6925,2.7547,2.5781,401
2026-08-23-6tgu-s0-n100-prep-0095,0.705882,0.705882,0.6,0.6,1,1,0.705882,0.705882,0.0,2.8707,2.8707,435
2026-08-23-6tgu-s0-n100-prep-0096,0.647059,0.764706,0.578947,0.764706,1,1,0.647059,0.764706,1.0379,2.4261,2.3414,355
2026-08-23-6tgu-s0-n100-prep-0097,0.823529,0.823529,0.823529,0.823529,1,1,0.823529,0.823529,0.0,2.8472,2.8472,396
2026-08-23-6tgu-s0-n100-prep-0098,0.647059,0.823529,0.647059,0.823529,1,1,0.647059,0.823529,0.7572,2.9322,3.1007,526
2026-08-23-6tgu-s0-n100-prep-0099,0.588235,0.705882,0.5,0.631579,1,1,0.588235,0.705882,2.8417,3.1668,2.095,452
2026-08-23-6tgu-s0-n100-prep-0100,0.764706,0.764706,0.684211,0.684211,1,1,0.764706,0.764706,0.0,2.7265,2.7265,372
