mol_id,score_before,score_after,tanimoto_before,tanimoto_after,hbond_before,hbond_after,rmsd_shift,min_distance_before,min_distance_after,steps_accepted
2026-09-17-6fnk-s0-n100-0027,0.5,1.0,0.466667,0.933333,0,1,1.6577,2.2222,2.4528,381
2026-09-17-6fnk-s0-n100-0028,0.357143,0.928571,0.294118,0.866667,0,1,2.0842,1.2807,1.6812,543
2026-09-17-6fnk-s0-n100-0029,0.357143,1.0,0.333333,0.933333,0,1,1.652,1.9299,2.0692,419
2026-09-17-6fnk-s0-n100-0030,0.428571,1.0,0.4,1.0,0,1,2.5193,2.4563,2.1658,445
2026-09-17-6fnk-s0-n100-0031,0.5,1.0,0.466667,1.0,0,1,1.6012,1.8628,2.2453,495
2026-09-17-6fnk-s0-n100-0032,0.571429,0.857143,0.470588,0.857143,1,1,1.6935,1.5714,2.4671,428
2026-09-17-6fnk-s0-n100-0033,0.357143,1.0,0.3125,1.0,0,1,2.2172,1.5546,1.9548,484
2026-09-17-6fnk-s0-n100-0034,0.571429,1.0,0.5,0.875,0,1,2.0106,0.6738,2.1048,552
2026-09-17-6fnk-s0-n100-0035,0.5,1.0,0.411765,1.0,0,1,2.076,0.5371,2.0197,553
2026-09-17-6fnk-s0-n100-0036,0.571429,1.0,0.571429,0.875,1,1,2.3495,1.6939,2.1074,439
2026-09-17-6fnk-s0-n100-0037,0.571429,1.0,0.533333,1.0,0,1,2.0133,2.1784,2.4204,404
2026-09-17-6fnk-s0-n100-0038,0.571429,0.857143,0.571429,0.75,1,1,2.9194,2.3595,2.801,427
2026-09-17-6fnk-s0-n100-0039,0.357143,0.857143,0.357143,0.8,1,1,2.6579,2.1498,2.821,483
2026-09-17-6fnk-s0-n100-0040,0.642857,0.928571,0.5,0.928571,1,1,2.2866,1.4318,2.471,461
2026-09-17-6fnk-s0-n100-0041,0.428571,0.857143,0.428571,0.8,0,1,1.7673,1.9504,2.0656,479
2026-09-17-6fnk-s0-n100-0042,0.5,1.0,0.4375,1.0,1,1,2.471,0.8969,2.0344,530
2026-09-17-6fnk-s0-n100-0043,0.428571,1.0,0.428571,1.0,0,1,2.4267,1.2849,2.871,540
2026-09-17-6fnk-s0-n100-0044,0.428571,1.0,0.375,1.0,1,1,2.226,1.2897,2.0786,491
2026-09-17-6fnk-s0-n100-0045,0.357143,0.928571,0.357143,0.866667,0,1,2.5063,1.1707,2.2889,484
2026-09-17-6fnk-s0-n100-0046,0.5,0.928571,0.4375,0.928571,0,1,2.3618,1.2214,2.7437,519
2026-09-17-6fnk-s0-n100-0047,0.5,1.0,0.466667,1.0,0,1,2.8462,1.642,2.1632,442
2026-09-17-6fnk-s0-n100-0048,0.428571,0.785714,0.352941,0.733333,0,1,2.209,1.5623,2.7255,558
2026-09-17-6fnk-s0-n100-0049,0.428571,1.0,0.4,0.933333,0,1,2.4322,2.0054,2.0011,400
2026-09-17-6fnk-s0-n100-0050,0.428571,0.785714,0.375,0.733333,0,1,2.4002,1.5076,1.7726,546
2026-09-17-6fnk-s0-n100-0051,0.571429,0.857143,0.5,0.705882,0,1,2.1993,0.8406,1.6379,568
2026-09-17-6fnk-s0-n100-0052,0.428571,0.785714,0.352941,0.785714,0,1,2.0559,0.8272,0.9537,535
