mol_id,ifp_score,ifp_score_norm,rank,selected
2026-08-23-6tgu-s0-n100-r6-0001,1.0,0.043478,1,1
2026-08-23-6tgu-s0-n100-r6-0002,0.4,0.017391,24,0
2026-08-23-6tgu-s0-n100-r6-0003,1.0,0.043478,2,1
2026-08-23-6tgu-s0-n100-r6-0004,0.6,0.026087,10,1
2026-08-23-6tgu-s0-n100-r6-0005,0.8,0.034783,5,1
2026-08-23-6tgu-s0-n100-r6-0006,0.6,0.026087,11,1
2026-08-23-6tgu-s0-n100-r6-0007,1.0,0.043478,3,1
2026-08-23-6tgu-s0-n100-r6-0008,0.6,0.026087,12,1
2026-08-23-6tgu-s0-n100-r6-0009,1.0,0.043478,4,1
2026-08-23-6tgu-s0-n100-r6-0010,0.4,0.017391,25,0
2026-08-23-6tgu-s0-n100-r6-0011,0.6,0.026087,13,1
2026-08-23-6tgu-s0-n100-r6-0012,0.6,0.026087,14,1
2026-08-23-6tgu-s0-n100-r6-0013,0.6,0.026087,15,1
2026-08-23-6tgu-s0-n100-r6-0014,0.6,0.026087,16,1
2026-08-23-6tgu-s0-n100-r6-0015,0.4,0.017391,26,0
2026-08-23-6tgu-s0-n100-r6-0016,0.4,0.017391,27,0
2026-08-23-6tgu-s0-n100-r6-0017,0.6,0.026087,17,1
2026-08-23-6tgu-s0-n100-r6-0018,0.6,0.026087,18,1
2026-08-23-6tgu-s0-n100-r6-0019,0.8,0.034783,6,1
2026-08-23-6tgu-s0-n100-r6-0020,0.6,0.026087,19,1
2026-08-23-6tgu-s0-n100-r6-0021,0.4,0.017391,28,0
2026-08-23-6tgu-s0-n100-r6-0022,0.4,0.017391,29,0
2026-08-23-6tgu-s0-n100-r6-0023,0.6,0.026087,20,1
2026-08-23-6tgu-s0-n100-r6-0024,0.4,0.017391,30,0
2026-08-23-6tgu-s0-n100-r6-0025,0.2,0.008696,47,0
2026-08-23-6tgu-s0-n100-r6-0026,0.8,0.034783,7,1
