mol_id,ifp_score,ifp_score_norm,rank,selected
2026-09-18-3war-s0-n100-0001,0.0,0.0,33,0
2026-09-18-3war-s0-n100-0002,0.0,0.0,34,0
2026-09-18-3war-s0-n100-0003,0.0,0.0,35,0
2026-09-18-3war-s0-n100-0004,0.0,0.0,36,0
2026-09-18-3war-s0-n100-0005,0.25,0.014706,10,1
2026-09-18-3war-s0-n100-0006,0.25,0.007576,11,1
2026-09-18-3war-s0-n100-0007,0.0,0.0,37,0
2026-09-18-3war-s0-n100-0008,0.5,0.025,2,1
2026-09-18-3war-s0-n100-0009,0.0,0.0,38,0
2026-09-18-3war-s0-n100-0010,0.25,0.022727,12,1
2026-09-18-3war-s0-n100-0011,0.25,0.008065,13,1
2026-09-18-3war-s0-n100-0012,0.0,0.0,39,0
2026-09-18-3war-s0-n100-0013,0.0,0.0,40,0
2026-09-18-3war-s0-n100-0014,0.0,0.0,41,0
2026-09-18-3war-s0-n100-0015,0.0,0.0,42,0
2026-09-18-3war-s0-n100-0016,0.25,0.009259,14,1
2026-09-18-3war-s0-n100-0017,0.0,0.0,43,0
2026-09-18-3war-s0-n100-0018,0.0,0.0,44,0
2026-09-18-3war-s0-n100-0019,0.0,0.0,45,0
2026-09-18-3war-s0-n100-0020,0.25,0.011905,15,1
2026-09-18-3war-s0-n100-0021,0.0,0.0,46,0
2026-09-18-3war-s0-n100-0022,0.5,0.015625,3,1
2026-09-18-3war-s0-n100-0023,0.0,0.0,47,0
2026-09-18-3war-s0-n100-0024,0.0,0.0,48,0
2026-09-18-3war-s0-n100-0025,0.0,0.0,49,0
2026-09-18-3war-s0-n100-0026,0.0,0.0,50,0
2026-09-18-3war-s0-n100-0027,0.25,0.015625,16,1
2026-09-18-3war-s0-n100-0028,0.25,0.007812,17,1
2026-09-18-3war-s0-n100-0029,0.0,0.0,51,0
2026-09-18-3war-s0-n100-0030,0.25,0.007353,18,1
2026-09-18-3war-s0-n100-0031,0.25,0.019231,19,1
2026-09-18-3war-s0-n100-0032,0.0,0.0,52,0
2026-09-18-3war-s0-n100-0033,0.0,0.0,53,0
2026-09-18-3war-s0-n100-0034,0.0,0.0,54,0
2026-09-18-3war-s0-n100-0035,0.0,0.0,55,0
2026-09-18-3war-s0-n100-0036,0.5,0.02,4,1
2026-09-18-3war-s0-n100-0037,0.0,0.0,56,0
2026-09-18-3war-s0-n100-0038,0.0,0.0,57,0
2026-09-18-3war-s0-n100-0039,0.0,0.0,58,0
2026-09-18-3war-s0-n100-0040,0.0,0.0,59,0
2026-09-18-3war-s0-n100-0041,0.0,0.0,60,0
2026-09-18-3war-s0-n100-0042,0.0,0.0,61,0
2026-09-18-3war-s0-n100-0043,0.0,0.0,62,0
2026-09-18-3war-s0-n100-0044,0.5,0.013158,5,1
2026-09-18-3war-s0-n100-0045,0.0,0.0,63,0
2026-09-18-3war-s0-n100-0046,0.25,0.007143,20,1
2026-09-18-3war-s0-n100-0047,0.0,0.0,64,0
2026-09-18-3war-s0-n100-0048,0.25,0.007353,21,0
2026-09-18-3war-s0-n100-0049,0.0,0.0,65,0
2026-09-18-3war-s0-n100-0050,0.25,0.022727,22,0
2026-09-18-3war-s0-n100-0051,0.0,0.0,66,0
2026-09-18-3war-s0-n100-0052,0.5,0.016667,6,1
2026-09-18-3war-s0-n100-0053,0.0,0.0,67,0
2026-09-18-3war-s0-n100-0054,0.0,0.0,68,0
2026-09-18-3war-s0-n100-0055,0.0,0.0,69,0
2026-09-18-3war-s0-n100-0056,0.25,0.014706,23,0
2026-09-18-3war-s0-n100-0057,0.0,0.0,70,0
2026-09-18-3war-s0-n100-0058,0.0,0.0,71,0
2026-09-18-3war-s0-n100-0059,0.0,0.0,72,0
2026-09-18-3war-s0-n100-0060,0.25,0.009259,24,0
2026-09-18-3war-s0-n100-0061,0.5,0.03125,7,1
2026-09-18-3war-s0-n100-0062,0.0,0.0,73,0
2026-09-18-3war-s0-n100-0063,0.0,0.0,74,0
2026-09-18-3war-s0-n100-0064,0.0,0.0,75,0
2026-09-18-3war-s0-n100-0065,0.0,0.0,76,0
2026-09-18-3war-s0-n100-0066,0.0,0.0,77,0
