mol_id,ifp_score,ifp_score_norm,rank,selected
2026-09-18-3war-s0-n100-r8-0001,1.0,0.111111,1,1
2026-09-18-3war-s0-n100-r8-0002,1.0,0.111111,2,1
2026-09-18-3war-s0-n100-r8-0003,1.0,0.111111,3,1
2026-09-18-3war-s0-n100-r8-0004,0.75,0.083333,7,1
2026-09-18-3war-s0-n100-r8-0005,1.0,0.111111,4,1
2026-09-18-3war-s0-n100-r8-0006,0.5,0.055556,15,1
2026-09-18-3war-s0-n100-r8-0007,1.0,0.111111,5,1
2026-09-18-3war-s0-n100-r8-0008,0.75,0.083333,8,1
2026-09-18-3war-s0-n100-r8-0009,1.0,0.111111,6,1
2026-09-18-3war-s0-n100-r8-0010,0.5,0.055556,16,1
2026-09-18-3war-s0-n100-r8-0011,0.5,0.055556,17,1
2026-09-18-3war-s0-n100-r8-0012,0.5,0.055556,18,1
2026-09-18-3war-s0-n100-r8-0013,0.5,0.055556,19,1
2026-09-18-3war-s0-n100-r8-0014,0.5,0.055556,20,1
2026-09-18-3war-s0-n100-r8-0015,0.75,0.083333,9,1
2026-09-18-3war-s0-n100-r8-0016,0.5,0.055556,21,0
2026-09-18-3war-s0-n100-r8-0017,0.75,0.083333,10,1
2026-09-18-3war-s0-n100-r8-0018,0.75,0.083333,11,1
2026-09-18-3war-s0-n100-r8-0019,0.5,0.055556,22,0
2026-09-18-3war-s0-n100-r8-0020,0.5,0.055556,23,0
2026-09-18-3war-s0-n100-r8-0021,0.5,0.055556,24,0
2026-09-18-3war-s0-n100-r8-0022,0.5,0.055556,25,0
2026-09-18-3war-s0-n100-r8-0023,0.75,0.083333,12,1
2026-09-18-3war-s0-n100-r8-0024,0.5,0.055556,26,0
2026-09-18-3war-s0-n100-r8-0025,0.25,0.027778,38,0
2026-09-18-3war-s0-n100-r8-0026,0.25,0.027778,39,0
2026-09-18-3war-s0-n100-r8-0027,0.25,0.027778,40,0
2026-09-18-3war-s0-n100-r8-0028,0.5,0.055556,27,0
2026-09-18-3war-s0-n100-r8-0029,0.5,0.055556,28,0
2026-09-18-3war-s0-n100-r8-0030,0.25,0.027778,41,0
2026-09-18-3war-s0-n100-r8-0031,0.5,0.055556,29,0
2026-09-18-3war-s0-n100-r8-0032,0.75,0.083333,13,1
2026-09-18-3war-s0-n100-r8-0033,0.5,0.055556,30,0
2026-09-18-3war-s0-n100-r8-0034,0.0,0.0,65,0
2026-09-18-3war-s0-n100-r8-0035,0.25,0.027778,42,0
2026-09-18-3war-s0-n100-r8-0036,0.25,0.027778,43,0
2026-09-18-3war-s0-n100-r8-0037,0.75,0.083333,14,1
2026-09-18-3war-s0-n100-r8-0038,0.25,0.027778,44,0
2026-09-18-3war-s0-n100-r8-0039,0.0,0.0,66,0
2026-09-18-3war-s0-n100-r8-0040,0.5,0.055556,31,0
2026-09-18-3war-s0-n100-r8-0041,0.25,0.027778,45,0
2026-09-18-3war-s0-n100-r8-0042,0.25,0.027778,46,0
2026-09-18-3war-s0-n100-r8-0043,0.5,0.055556,32,0
2026-09-18-3war-s0-n100-r8-0044,0.5,0.055556,33,0
2026-09-18-3war-s0-n100-r8-0045,0.25,0.027778,47,0
2026-09-18-3war-s0-n100-r8-0046,0.0,0.0,67,0
2026-09-18-3war-s0-n100-r8-0047,0.0,0.0,68,0
2026-09-18-3war-s0-n100-r8-0048,0.0,0.0,69,0
2026-09-18-3war-s0-n100-r8-0049,0.0,0.0,70,0
2026-09-18-3war-s0-n100-r8-0050,0.5,0.055556,34,0
2026-09-18-3war-s0-n100-r8-0051,0.25,0.027778,48,0
2026-09-18-3war-s0-n100-r8-0052,0.5,0.055556,35,0
2026-09-18-3war-s0-n100-r8-0053,0.25,0.027778,49,0
2026-09-18-3war-s0-n100-r8-0054,0.25,0.027778,50,0
2026-09-18-3war-s0-n100-r8-0055,0.0,0.0,71,0
2026-09-18-3war-s0-n100-r8-0056,0.0,0.0,72,0
2026-09-18-3war-s0-n100-r8-0057,0.0,0.0,73,0
2026-09-18-3war-s0-n100-r8-0058,0.25,0.027778,51,0
2026-09-18-3war-s0-n100-r8-0059,0.0,0.0,74,0
2026-09-18-3war-s0-n100-r8-0060,0.5,0.055556,36,0
2026-09-18-3war-s0-n100-r8-0061,0.0,0.0,75,0
2026-09-18-3war-s0-n100-r8-0062,0.5,0.055556,37,0
2026-09-18-3war-s0-n100-r8-0063,0.0,0.0,76,0
2026-09-18-3war-s0-n100-r8-0064,0.25,0.027778,52,0
2026-09-18-3war-s0-n100-r8-0065,0.0,0.0,77,0
2026-09-18-3war-s0-n100-r8-0066,0.0,0.0,78,0
2026-09-18-3war-s0-n100-r8-0067,0.0,0.0,79,0
2026-09-18-3war-s0-n100-r8-0068,0.25,0.027778,53,0
2026-09-18-3war-s0-n100-r8-0069,0.25,0.027778,54,0
2026-09-18-3war-s0-n100-r8-0070,0.0,0.0,80,0
2026-09-18-3war-s0-n100-r8-0071,0.0,0.0,81,0
2026-09-18-3war-s0-n100-r8-0072,0.25,0.027778,55,0
2026-09-18-3war-s0-n100-r8-0073,0.0,0.0,82,0
2026-09-18-3war-s0-n100-r8-0074,0.25,0.027778,56,0
2026-09-18-3war-s0-n100-r8-0075,0.25,0.027778,57,0
2026-09-18-3war-s0-n100-r8-0076,0.0,0.0,83,0
2026-09-18-3war-s0-n100-r8-0077,0.0,0.0,84,0
2026-09-18-3war-s0-n100-r8-0078,0.0,0.0,85,0
2026-09-18-3war-s0-n100-r8-0079,0.0,0.0,86,0
2026-09-18-3war-s0-n100-r8-0080,0.25,0.027778,58,0
2026-09-18-3war-s0-n100-r8-0081,0.0,0.0,87,0
2026-09-18-3war-s0-n100-r8-0082,0.0,0.0,88,0
2026-09-18-3war-s0-n100-r8-0083,0.0,0.0,89,0
2026-09-18-3war-s0-n100-r8-0084,0.0,0.0,90,0
2026-09-18-3war-s0-n100-r8-0085,0.0,0.0,91,0
2026-09-18-3war-s0-n100-r8-0086,0.25,0.027778,59,0
2026-09-18-3war-s0-n100-r8-0087,0.25,0.027778,60,0
2026-09-18-3war-s0-n100-r8-0088,0.0,0.0,92,0
2026-09-18-3war-s0-n100-r8-0089,0.25,0.027778,61,0
2026-09-18-3war-s0-n100-r8-0090,0.0,0.0,93,0
2026-09-18-3war-s0-n100-r8-0091,0.25,0.027778,62,0
2026-09-18-3war-s0-n100-r8-0092,0.0,0.0,94,0
2026-09-18-3war-s0-n100-r8-0093,0.0,0.0,95,0
2026-09-18-3war-s0-n100-r8-0094,0.0,0.0,96,0
2026-09-18-3war-s0-n100-r8-0095,0.25,0.027778,63,0
2026-09-18-3war-s0-n100-r8-0096,0.0,0.0,97,0
2026-09-18-3war-s0-n100-r8-0097,0.25,0.027778,64,0
