mol_id,ifp_score,ifp_score_norm,rank,selected
2026-09-18-3war-s0-n100-r9-0001,1.0,0.111111,1,1
2026-09-18-3war-s0-n100-r9-0002,0.75,0.083333,8,1
2026-09-18-3war-s0-n100-r9-0003,0.75,0.083333,9,1
2026-09-18-3war-s0-n100-r9-0004,1.0,0.111111,2,1
2026-09-18-3war-s0-n100-r9-0005,0.75,0.083333,10,1
2026-09-18-3war-s0-n100-r9-0006,1.0,0.111111,3,1
2026-09-18-3war-s0-n100-r9-0007,1.0,0.111111,4,1
2026-09-18-3war-s0-n100-r9-0008,0.5,0.055556,19,1
2026-09-18-3war-s0-n100-r9-0009,0.75,0.083333,11,1
2026-09-18-3war-s0-n100-r9-0010,0.5,0.055556,20,1
2026-09-18-3war-s0-n100-r9-0011,0.75,0.083333,12,1
2026-09-18-3war-s0-n100-r9-0012,0.5,0.055556,21,0
2026-09-18-3war-s0-n100-r9-0013,1.0,0.111111,5,1
2026-09-18-3war-s0-n100-r9-0014,0.5,0.055556,22,0
2026-09-18-3war-s0-n100-r9-0015,0.5,0.055556,23,0
2026-09-18-3war-s0-n100-r9-0016,0.75,0.083333,13,1
2026-09-18-3war-s0-n100-r9-0017,0.5,0.055556,24,0
2026-09-18-3war-s0-n100-r9-0018,0.5,0.055556,25,0
2026-09-18-3war-s0-n100-r9-0019,0.25,0.027778,35,0
2026-09-18-3war-s0-n100-r9-0020,0.5,0.055556,26,0
2026-09-18-3war-s0-n100-r9-0021,0.5,0.055556,27,0
2026-09-18-3war-s0-n100-r9-0022,1.0,0.111111,6,1
2026-09-18-3war-s0-n100-r9-0023,1.0,0.111111,7,1
2026-09-18-3war-s0-n100-r9-0024,0.5,0.055556,28,0
2026-09-18-3war-s0-n100-r9-0025,0.75,0.083333,14,1
2026-09-18-3war-s0-n100-r9-0026,0.25,0.027778,36,0
2026-09-18-3war-s0-n100-r9-0027,0.75,0.083333,15,1
2026-09-18-3war-s0-n100-r9-0028,0.25,0.027778,37,0
2026-09-18-3war-s0-n100-r9-0029,0.25,0.027778,38,0
2026-09-18-3war-s0-n100-r9-0030,0.5,0.055556,29,0
2026-09-18-3war-s0-n100-r9-0031,0.25,0.027778,39,0
2026-09-18-3war-s0-n100-r9-0032,0.75,0.083333,16,1
2026-09-18-3war-s0-n100-r9-0033,0.75,0.083333,17,1
2026-09-18-3war-s0-n100-r9-0034,0.25,0.027778,40,0
2026-09-18-3war-s0-n100-r9-0035,0.5,0.055556,30,0
2026-09-18-3war-s0-n100-r9-0036,0.25,0.027778,41,0
2026-09-18-3war-s0-n100-r9-0037,0.25,0.027778,42,0
2026-09-18-3war-s0-n100-r9-0038,0.25,0.027778,43,0
2026-09-18-3war-s0-n100-r9-0039,0.5,0.055556,31,0
2026-09-18-3war-s0-n100-r9-0040,0.25,0.027778,44,0
2026-09-18-3war-s0-n100-r9-0041,0.0,0.0,60,0
2026-09-18-3war-s0-n100-r9-0042,0.25,0.027778,45,0
2026-09-18-3war-s0-n100-r9-0043,0.0,0.0,61,0
2026-09-18-3war-s0-n100-r9-0044,0.25,0.027778,46,0
2026-09-18-3war-s0-n100-r9-0045,0.0,0.0,62,0
2026-09-18-3war-s0-n100-r9-0046,0.0,0.0,63,0
2026-09-18-3war-s0-n100-r9-0047,0.5,0.055556,32,0
2026-09-18-3war-s0-n100-r9-0048,0.25,0.027778,47,0
2026-09-18-3war-s0-n100-r9-0049,0.25,0.027778,48,0
2026-09-18-3war-s0-n100-r9-0050,0.0,0.0,64,0
2026-09-18-3war-s0-n100-r9-0051,0.0,0.0,65,0
2026-09-18-3war-s0-n100-r9-0052,0.0,0.0,66,0
2026-09-18-3war-s0-n100-r9-0053,0.25,0.027778,49,0
2026-09-18-3war-s0-n100-r9-0054,0.25,0.027778,50,0
2026-09-18-3war-s0-n100-r9-0055,0.5,0.055556,33,0
2026-09-18-3war-s0-n100-r9-0056,0.0,0.0,67,0
2026-09-18-3war-s0-n100-r9-0057,0.0,0.0,68,0
