mol_id,ifp_score,ifp_score_norm,rank,selected
2026-08-23-6tgu-s0-n100-r9-0001,1.0,0.043478,1,1
2026-08-23-6tgu-s0-n100-r9-0002,0.8,0.034783,2,1
2026-08-23-6tgu-s0-n100-r9-0003,0.6,0.026087,12,1
2026-08-23-6tgu-s0-n100-r9-0004,0.6,0.026087,13,1
2026-08-23-6tgu-s0-n100-r9-0005,0.6,0.026087,14,1
2026-08-23-6tgu-s0-n100-r9-0006,0.6,0.026087,15,1
2026-08-23-6tgu-s0-n100-r9-0007,0.8,0.034783,3,1
2026-08-23-6tgu-s0-n100-r9-0008,0.4,0.017391,25,0
2026-08-23-6tgu-s0-n100-r9-0009,0.8,0.034783,4,1
2026-08-23-6tgu-s0-n100-r9-0010,0.4,0.017391,26,0
2026-08-23-6tgu-s0-n100-r9-0011,0.8,0.034783,5,1
2026-08-23-6tgu-s0-n100-r9-0012,0.6,0.026087,16,1
2026-08-23-6tgu-s0-n100-r9-0013,0.8,0.034783,6,1
2026-08-23-6tgu-s0-n100-r9-0014,0.4,0.017391,27,0
2026-08-23-6tgu-s0-n100-r9-0015,0.6,0.026087,17,1
2026-08-23-6tgu-s0-n100-r9-0016,0.8,0.034783,7,1
2026-08-23-6tgu-s0-n100-r9-0017,0.4,0.017391,28,0
2026-08-23-6tgu-s0-n100-r9-0018,0.6,0.026087,18,1
2026-08-23-6tgu-s0-n100-r9-0019,0.4,0.017391,29,0
2026-08-23-6tgu-s0-n100-r9-0020,0.4,0.017391,30,0
2026-08-23-6tgu-s0-n100-r9-0021,0.6,0.026087,19,1
2026-08-23-6tgu-s0-n100-r9-0022,0.8,0.034783,8,1
2026-08-23-6tgu-s0-n100-r9-0023,0.8,0.034783,9,1
2026-08-23-6tgu-s0-n100-r9-0024,0.2,0.008696,46,0
2026-08-23-6tgu-s0-n100-r9-0025,0.6,0.026087,20,1
2026-08-23-6tgu-s0-n100-r9-0026,0.6,0.026087,21,0
2026-08-23-6tgu-s0-n100-r9-0027,0.6,0.026087,22,0
2026-08-23-6tgu-s0-n100-r9-0028,0.4,0.017391,31,0
2026-08-23-6tgu-s0-n100-r9-0029,0.4,0.017391,32,0
2026-08-23-6tgu-s0-n100-r9-0030,0.6,0.026087,23,0
2026-08-23-6tgu-s0-n100-r9-0031,0.4,0.017391,33,0
2026-08-23-6tgu-s0-n100-r9-0032,0.4,0.017391,34,0
2026-08-23-6tgu-s0-n100-r9-0033,0.2,0.008696,47,0
2026-08-23-6tgu-s0-n100-r9-0034,0.2,0.008696,48,0
2026-08-23-6tgu-s0-n100-r9-0035,0.4,0.017391,35,0
